id,predicted
5410.0,0.87604314
5412.0,1.0919529
5443.0,0.3904153
5445.0,0.6428068
5457.0,0.3910893
5462.0,0.84466153
5470.0,0.16728412
5477.0,0.96362686
5484.0,0.17134333
5486.0,0.23850828
5494.0,0.26680553
5495.0,0.9120838
5501.0,0.249722
5511.0,0.1967319
5518.0,0.11268532
5523.0,0.03937293
5525.0,0.067889504
5535.0,0.05714185
5538.0,0.100477286
5540.0,-0.058157112
5542.0,0.5580261
5549.0,0.14365774
5557.0,0.33798295
5568.0,0.5766378
5572.0,-0.011730518
5587.0,-0.012166147
5588.0,0.52757174
5593.0,0.046767853
5602.0,0.13685565
5612.0,0.07048213
5618.0,0.9007815
5620.0,-0.042367917
5625.0,0.29162636
5627.0,-0.104929626
5630.0,0.78622425
5636.0,0.33399808
5645.0,0.9598125
5658.0,0.4789247
5663.0,0.2360368
5669.0,0.5081726
5687.0,0.066143125
5694.0,0.11804466
5712.0,0.04147234
5716.0,0.57281846
5725.0,0.02667014
5726.0,0.099634044
5727.0,-0.09240889
5734.0,0.53526103
5750.0,0.29767835
5754.0,0.21124054
5762.0,0.09970242
5765.0,0.30878314
5782.0,0.04962977
5804.0,0.0015974257
5828.0,0.72129846
5839.0,0.91039425
5844.0,0.47217593
5851.0,0.6826769
5853.0,0.09105037
5862.0,0.056816757
5865.0,-0.066027485
5901.0,-0.036592968
5908.0,0.32277593
5921.0,0.44610244
5922.0,0.14297049
5926.0,0.15383753
5931.0,0.19766814
5938.0,0.26167503
5952.0,0.10646109
5954.0,0.113584384
5960.0,0.11434979
5981.0,-0.0039945757
5983.0,0.14760758
6019.0,0.9716973
6031.0,0.17513782
6035.0,0.85288316
6051.0,0.10243463
6060.0,0.65680647
6062.0,0.07100217
6067.0,0.52039045
6068.0,0.45801046
6070.0,0.04498817
6079.0,0.32468125
6107.0,0.5079359
6109.0,0.20395279
6111.0,0.87324655
6119.0,0.21282005
6134.0,0.3993014
6137.0,0.06377154
6138.0,0.21522297
6142.0,0.035411462
6147.0,0.35319087
6161.0,0.11023995
6173.0,0.56245863
6178.0,0.41977957
6188.0,0.09058415
6190.0,0.10257575
6193.0,1.0858577
6216.0,0.4402535
6221.0,0.7366665
6236.0,0.12721816
6246.0,0.18672563
6278.0,0.43840703
6281.0,0.17596947
6284.0,0.1526237
6292.0,0.47126454
6312.0,0.396407
6328.0,0.04475194
6329.0,0.4908888
6330.0,0.89975774
6338.0,0.6255292
6343.0,0.3171079
6345.0,0.53712934
6347.0,0.05997415
6351.0,0.5406238
6359.0,0.09409298
6368.0,0.007272845
6390.0,0.81864095
6405.0,0.73347455
6407.0,0.076218575
6419.0,1.1213819
6421.0,0.12935388
6424.0,0.24919112
6436.0,0.36966294
6438.0,0.56591827
6459.0,0.11973321
6477.0,0.16690658
6478.0,0.17883939
6482.0,0.94440275
6483.0,0.63917524
6488.0,0.6359029
6496.0,1.0041482
6508.0,0.1309566
6512.0,0.033793576
6521.0,0.14507474
6523.0,0.14018758
6524.0,0.47114626
6531.0,0.17349353
6536.0,0.781808
6547.0,0.11109265
6556.0,0.4860263
6560.0,0.2610451
6568.0,1.0082741
6571.0,-0.03315053
6576.0,0.91780156
6587.0,0.009197081
6589.0,0.01130808
6595.0,0.0758569
6598.0,0.040540952
6607.0,0.43615356
6614.0,0.5238208
6622.0,0.25541916
6623.0,0.080282904
6624.0,0.80212605
6628.0,-0.12097317
6641.0,0.34717235
6643.0,0.7216569
6652.0,0.038728107
6662.0,0.17465375
6669.0,0.9759588
6698.0,0.3529682
6709.0,0.7206462
6715.0,0.29234168
6718.0,0.22413863
6724.0,0.72238314
6733.0,0.47950026
6739.0,0.29939067
6766.0,0.37304232
6777.0,1.0254345
6795.0,0.6492391
6803.0,0.12556829
6822.0,-0.040091604
6831.0,0.92646044
6837.0,-0.064040266
6841.0,0.6459526
6865.0,0.5331741
6866.0,0.101313405
6870.0,0.062370148
6880.0,0.19181538
6895.0,0.36450037
6924.0,0.48763976
6929.0,0.48914313
6933.0,0.31820813
6936.0,0.13641965
6948.0,0.1704855
6951.0,0.11052809
6953.0,0.80740803
6962.0,0.124625385
6975.0,-0.042233832
6977.0,0.08873265
6982.0,0.44524947
6987.0,0.074014544
7007.0,0.9662271
7019.0,0.027172478
7036.0,0.14033836
7039.0,-0.034546625
7052.0,-0.002450956
7066.0,0.22543679
7067.0,0.043503325
7071.0,-0.04005199
7078.0,0.38413092
7098.0,-0.0379637
7099.0,0.25119635
7101.0,0.040528286
7106.0,0.33952504
7114.0,-0.051413316
7116.0,0.5938672
7137.0,0.63121635
7139.0,0.14674923
7144.0,0.21317238
7151.0,-0.092502505
7155.0,0.06780994
7168.0,0.39558384
7173.0,0.9633201
7180.0,0.97214
7192.0,1.013
7227.0,0.9584613
7228.0,0.09517891
7237.0,0.63157403
7251.0,0.15648115
7254.0,0.08301885
7255.0,0.82269883
7269.0,-0.007977805
7290.0,0.5795596
7295.0,0.2489387
7305.0,0.2791119
7326.0,0.25295135
7327.0,0.60433024
7339.0,0.037804414
7343.0,0.041136883
7347.0,0.88423604
7364.0,0.24395066
7365.0,0.97620815
7379.0,0.5887818
7387.0,0.96543676
7388.0,0.36030102
7391.0,-0.019804496
7395.0,-0.06098773
7403.0,-0.008073519
7413.0,-0.030961778
7422.0,0.07454884
7453.0,0.2148685
7464.0,0.17054324
7466.0,0.34316704
7480.0,0.9957869
7482.0,0.06678788
7488.0,0.055131268
7500.0,0.06211593
7514.0,0.4091962
7519.0,0.03402999
7521.0,0.5357941
7523.0,0.14510864
7539.0,0.74044555
7546.0,0.28529078
7558.0,0.08225798
7559.0,0.075493984
7560.0,0.09545268
7562.0,1.0193862
7563.0,0.09459218
7565.0,0.42249134
7566.0,0.7461796
7571.0,0.49264482
7583.0,0.111550875
7587.0,0.12530665
7638.0,0.41019773
7643.0,0.50352657
7650.0,0.0083897505
7654.0,-0.04576515
7663.0,0.13041551
7666.0,-0.009313834
7670.0,0.22964498
7682.0,0.0985241
7690.0,0.10928197
7697.0,0.8418217
7698.0,1.059173
7715.0,0.9204162
7741.0,0.52481055
7747.0,0.6071807
7754.0,0.4065412
7764.0,0.6277064
7766.0,0.005008526
7767.0,0.037899572
7771.0,0.50365865
7774.0,0.7149904
7782.0,-0.02458391
7824.0,0.26229775
7852.0,-0.03170989
7888.0,0.0006075225
7911.0,0.1324456
7921.0,1.032513
7927.0,0.015158575
7931.0,0.39551175
7937.0,0.8174544
7939.0,0.38335392
7940.0,0.31266132
7943.0,0.22954597
7957.0,-0.019901475
7974.0,0.691698
7975.0,1.113567
7980.0,0.24211143
7984.0,0.039201867
7988.0,-0.07234468
8007.0,-0.0021650586
8009.0,0.41269323
8013.0,0.40338588
8015.0,0.08666811
8031.0,0.027272694
8032.0,0.44689953
8042.0,0.26111138
8048.0,0.07928039
8057.0,0.16061974
8069.0,0.9209645
8075.0,0.033212412
8077.0,0.36655018
8078.0,0.08223682
8083.0,0.1601914
8084.0,0.0037360892
8090.0,0.20166293
8098.0,0.5820792
8119.0,0.33345985
8124.0,0.2631042
8136.0,0.31785616
8145.0,0.057885073
8158.0,0.7836697
8161.0,0.09471141
8162.0,0.0032968111
8163.0,0.07552844
8170.0,0.52872896
8185.0,0.6300629
8199.0,0.22831939
8206.0,1.0135195
8212.0,0.35936534
8213.0,0.81391567
8224.0,0.06728166
8232.0,0.15438329
8251.0,0.11749785
8266.0,0.0025344533
8268.0,0.12668967
8294.0,0.0046595326
8296.0,0.10968535
8303.0,0.34979805
8307.0,0.53961545
8316.0,0.022635235
8330.0,0.9627868
8337.0,1.0267051
8347.0,0.99716157
8351.0,0.37846383
8357.0,-0.059364475
8362.0,0.12628643
8374.0,0.7388173
8376.0,0.24033234
8428.0,-0.07062451
8436.0,0.41868585
8440.0,0.14047723
8473.0,0.26990125
8486.0,0.5544676
8489.0,0.6067668
8490.0,0.5385059
8503.0,0.23858604
8514.0,-0.087231725
8518.0,0.91324264
8541.0,0.5851047
8542.0,0.07925977
8543.0,0.09864203
8545.0,0.060795754
8546.0,0.09141026
8547.0,0.05197101
8569.0,0.41171482
8576.0,0.19879752
8577.0,0.8232813
8580.0,0.39888382
8592.0,0.22380836
8595.0,0.4387487
8600.0,0.6379262
8602.0,0.64835715
8614.0,0.21176156
8618.0,0.23233615
8633.0,-0.04375007
8635.0,0.85735697
8644.0,0.07367359
8645.0,0.21316631
8647.0,0.058574192
8648.0,0.3107816
8649.0,0.57246715
8661.0,0.22789699
8664.0,-0.0870231
8665.0,-0.009151437
8672.0,0.033425402
8683.0,0.43165296
8690.0,0.020213041
8700.0,0.15207827
8726.0,0.904438
8743.0,0.06987154
8759.0,-0.009244269
8766.0,0.0075473962
8771.0,-0.053823393
8791.0,0.2657405
8796.0,-0.058640692
8807.0,0.29389533
8808.0,0.18354648
8809.0,0.79461545
8811.0,-0.007573272
8827.0,0.2402322
8835.0,0.4735804
8855.0,0.6223671
8860.0,1.0908517
8867.0,0.5265195
8885.0,0.10541565
8886.0,0.13791947
8892.0,0.08699289
8903.0,0.02900606
8913.0,0.10676683
8920.0,0.36274868
8930.0,0.113195635
8934.0,0.3685725
8939.0,0.27375188
8940.0,0.6197344
8941.0,0.108025044
8942.0,0.13125534
8943.0,0.109348774
8952.0,0.68153185
8953.0,0.98564726
8958.0,0.359204
8959.0,-0.029984374
8961.0,-0.02570965
8963.0,-0.037346974
8965.0,0.35001692
8967.0,0.52057105
8970.0,0.10455465
8976.0,0.072448455
8978.0,0.38055983
8985.0,-0.015013133
8992.0,-0.023186568
8994.0,0.07876682
9005.0,0.31903
9006.0,0.61443156
9009.0,0.8543176
9017.0,1.0379736
9018.0,-0.032987244
9022.0,0.71106803
9026.0,0.15933612
9027.0,-0.047820628
9029.0,0.23569684
9030.0,0.20754151
9034.0,0.4317673
9035.0,-0.040635195
9036.0,0.5846442
9039.0,0.1833981
9046.0,0.17898795
9049.0,0.103128485
9058.0,0.12508285
9060.0,0.1739704
9061.0,0.37361443
9062.0,0.045051962
9063.0,0.0929957
9065.0,0.12064386
9068.0,0.080558956
9070.0,0.03608555
9075.0,0.014398013
9076.0,0.086669445
9078.0,0.58857745
9079.0,0.8869787
9081.0,0.93643874
9084.0,-0.0047880914
9088.0,0.1718463
9093.0,-0.038197994
9098.0,0.037394
9107.0,0.109189086
9110.0,-0.0014232502
9111.0,0.12922332
9113.0,0.29573292
9115.0,-0.06786265
9125.0,0.32026976
9133.0,0.10925921
9137.0,0.1376621
9138.0,0.09759271
9143.0,0.4191221
9146.0,0.27226663
9147.0,0.122087285
9149.0,-0.0024829055
9151.0,-0.04065162
9152.0,0.21831761
9155.0,0.048982088
9158.0,0.65163505
9162.0,-0.0014781778
9163.0,0.18467055
9165.0,0.5415086
9168.0,0.81263465
9169.0,0.5899919
9170.0,0.26534432
9172.0,0.07322533
9173.0,1.0688688
9176.0,0.10152994
9177.0,0.10262023
9179.0,0.15323137
9190.0,0.16825134
9192.0,0.16233099
9193.0,0.32672736
9201.0,-0.0633313
9204.0,0.52127165
9205.0,0.33387807
9206.0,-0.0063867057
9216.0,0.09523172
9221.0,0.023582598
9223.0,0.6484559
9225.0,0.011971927
9227.0,0.1612732
9236.0,0.56994706
9243.0,0.13864164
9245.0,0.44544336
9246.0,0.065635696
9248.0,0.5183997
9255.0,0.061246216
9257.0,0.7244424
9259.0,0.22662523
9269.0,0.17826064
9271.0,0.55235344
9274.0,0.38788012
9280.0,0.30801484
9282.0,-0.03385117
9285.0,-0.0009221204
9287.0,-0.0205186
9297.0,0.5013172
9298.0,0.23988673
9302.0,0.06950219
9311.0,0.09370598
9312.0,-0.07257053
9317.0,0.061227407
9322.0,0.09854731
9323.0,1.089382
9325.0,0.011163201
9328.0,-0.023933606
9330.0,0.08856702
9336.0,0.08621865
9338.0,0.73926735
9340.0,0.16106947
9342.0,0.010618543
9343.0,-0.021928592
9344.0,0.57123667
9359.0,0.9604241
9361.0,0.11357938
9364.0,-0.072860375
9365.0,0.06068697
9368.0,0.1925782
9374.0,0.017678164
9376.0,0.19647534
9378.0,0.31051695
9379.0,-0.01188171
9382.0,0.40464443
9383.0,0.13908023
9387.0,-0.032465395
9388.0,0.38785034
9389.0,0.31317088
9392.0,0.023692029
9396.0,0.11787085
9406.0,0.11434285
9407.0,0.55694366
9408.0,0.6676111
9411.0,0.27277783
9417.0,-0.08563002
9419.0,0.15012887
9420.0,0.25834322
9422.0,0.27107126
9428.0,0.11296453
9432.0,-0.008109397
9434.0,0.2729243
9439.0,0.79507464
9440.0,0.18323766
9443.0,0.59633285
9448.0,0.067382194
9449.0,0.3922275
9452.0,0.1680016
9453.0,0.15691015
9454.0,0.12686133
9457.0,0.045732033
9458.0,0.5750322
9459.0,0.1426783
9464.0,0.69071716
9465.0,-0.008613134
9466.0,0.66063005
9467.0,0.014428026
9473.0,-0.009360334
9474.0,0.28617737
9477.0,0.33784676
9482.0,0.07809506
9483.0,0.8312955
9489.0,0.20293835
9493.0,0.2898014
9494.0,0.33206844
9500.0,-0.072131485
9506.0,1.0267011
9507.0,0.44753474
9514.0,0.84824365
9516.0,-0.03671116
9519.0,0.05976311
9521.0,0.20568307
9524.0,0.24309213
9525.0,0.832482
9529.0,0.5724581
9533.0,0.0047018807
9535.0,0.20450178
9540.0,0.5197537
9545.0,0.28160408
9546.0,0.17929247
9554.0,0.23399802
9559.0,0.15328458
9561.0,0.046159588
9563.0,0.7737543
9564.0,0.32612252
9565.0,0.12819496
9566.0,0.03604062
9567.0,0.07903123
9576.0,0.0828453
9577.0,-0.042340774
9584.0,0.0820311
9585.0,0.32032093
9587.0,0.5902034
9596.0,0.8875524
9609.0,0.17507778
9613.0,0.06910115
9615.0,-0.0005845076
9616.0,0.06342329
9621.0,0.13422653
9624.0,0.8716329
9631.0,0.249243
9632.0,0.23420975
9641.0,0.27494365
9642.0,0.09083384
9645.0,0.23100403
9646.0,0.27112544
9647.0,0.23026727
9653.0,0.41682002
9655.0,0.24093036
9663.0,0.5111884
9665.0,0.5580124
9670.0,0.42564386
9673.0,1.1053839
9674.0,0.4441592
9681.0,0.2543948
9682.0,0.07171203
9686.0,0.3256876
9687.0,0.4513159
9689.0,0.10385785
9690.0,0.21344121
9691.0,-0.014545408
9692.0,0.2896284
9694.0,0.8974665
9696.0,0.1117706
9697.0,0.24924321
9701.0,-0.009468373
9702.0,0.39279717
9704.0,0.33680484
9712.0,0.388734
9714.0,0.1090977
9715.0,0.7047208
9717.0,0.080308124
9720.0,0.077409185
9724.0,0.310564
9728.0,0.14492005
9729.0,0.04829339
9730.0,0.08418764
9731.0,0.12176942
9738.0,0.38071457
9743.0,0.14685366
9744.0,0.483248
9745.0,0.14044127
9748.0,0.055317618
9749.0,0.06450385
9750.0,0.48893306
9752.0,0.12411137
9758.0,0.6496607
9759.0,0.42865196
9763.0,0.14324337
