id,predicted_knn
4641.0,0.0
4642.0,0.2
4656.0,0.6
4661.0,0.0
4665.0,0.4
4672.0,1.0
4673.0,0.2
4674.0,0.0
4676.0,0.0
4688.0,0.0
4692.0,0.0
4695.0,0.0
4718.0,0.2
4722.0,0.0
4731.0,0.2
4760.0,0.4
4780.0,1.0
4784.0,0.2
4791.0,0.0
4798.0,0.0
4802.0,0.0
4810.0,0.4
4816.0,0.0
4820.0,0.0
4830.0,0.6
4842.0,0.2
4850.0,0.0
4871.0,0.0
4876.0,0.0
4879.0,0.4
4883.0,0.8
4886.0,0.2
4892.0,0.0
4893.0,0.6
4896.0,1.0
4900.0,0.0
4901.0,0.0
4912.0,0.0
4914.0,0.2
4929.0,0.0
4952.0,0.0
4973.0,0.4
4986.0,0.8
4992.0,0.4
4996.0,0.8
5002.0,0.0
5011.0,0.2
5017.0,0.0
5042.0,0.0
5046.0,0.4
5048.0,0.4
5052.0,0.8
5056.0,0.0
5062.0,0.0
5063.0,0.8
5064.0,0.0
5065.0,0.8
5067.0,0.0
5080.0,0.2
5085.0,0.2
5087.0,0.0
5090.0,0.8
5103.0,0.0
5125.0,0.8
5126.0,0.2
5135.0,0.2
5142.0,0.0
5155.0,0.0
5161.0,0.4
5184.0,0.4
5187.0,0.8
5188.0,0.0
5194.0,0.0
5231.0,0.0
5241.0,0.4
5276.0,0.6
5278.0,0.0
5286.0,0.4
5293.0,0.8
5298.0,0.6
5319.0,0.0
5329.0,0.2
5345.0,0.0
5348.0,0.0
5350.0,0.0
5355.0,0.0
5387.0,0.0
5389.0,0.0
5391.0,0.0
5409.0,0.6
5410.0,0.4
5412.0,0.6
5443.0,0.0
5445.0,0.0
5457.0,0.4
5462.0,0.2
5470.0,0.0
5477.0,0.8
5484.0,0.0
5486.0,0.2
5494.0,0.0
5495.0,0.2
5501.0,0.2
5511.0,0.2
5518.0,0.0
5523.0,0.2
5525.0,0.0
5535.0,0.4
5538.0,0.2
5540.0,0.4
5542.0,0.6
5549.0,0.0
5557.0,0.0
5568.0,0.2
5572.0,0.0
5587.0,0.0
5588.0,0.2
5593.0,0.0
5602.0,0.2
5612.0,0.0
5618.0,1.0
5620.0,0.2
5625.0,0.0
5627.0,0.2
5630.0,0.2
5636.0,0.4
5645.0,0.8
5658.0,0.2
5663.0,0.2
5669.0,0.4
5687.0,0.8
5694.0,0.4
5712.0,0.0
5716.0,0.2
5725.0,0.0
5726.0,0.2
5727.0,0.2
5734.0,0.4
5750.0,0.0
5754.0,0.0
5762.0,0.4
5765.0,0.0
5782.0,0.0
5804.0,0.0
5828.0,0.8
5839.0,0.6
5844.0,0.0
5851.0,0.2
5853.0,0.0
5862.0,0.0
5865.0,0.2
5901.0,0.6
5908.0,0.0
5921.0,0.0
5922.0,0.2
5926.0,0.2
5931.0,0.0
5938.0,0.2
5952.0,0.4
5954.0,0.0
5960.0,0.0
5981.0,0.4
5983.0,0.2
6019.0,0.6
6031.0,0.2
6035.0,0.6
6051.0,0.0
6060.0,0.0
6062.0,0.2
6067.0,0.0
6068.0,0.2
6070.0,0.0
6079.0,0.0
6107.0,0.2
6109.0,0.2
6111.0,1.0
6119.0,0.4
6134.0,0.6
6137.0,0.4
6138.0,0.2
6142.0,0.2
6147.0,0.4
6161.0,0.0
6173.0,0.6
6178.0,0.0
6188.0,0.0
6190.0,0.0
6193.0,0.6
6216.0,0.0
6221.0,0.4
6236.0,0.0
6246.0,0.2
6278.0,0.0
6281.0,0.2
6284.0,0.4
6292.0,0.0
6312.0,0.0
6328.0,0.0
6329.0,0.2
6330.0,0.8
6338.0,0.8
6343.0,0.2
6345.0,0.0
6347.0,0.4
6351.0,0.2
6359.0,0.2
6368.0,0.0
6390.0,0.4
6405.0,0.4
6407.0,0.2
6419.0,0.6
6421.0,0.4
6424.0,0.0
6436.0,0.2
6438.0,0.2
6459.0,0.4
6477.0,0.2
6478.0,0.2
6482.0,1.0
6483.0,0.2
6488.0,0.0
6496.0,0.4
6508.0,0.0
6512.0,0.2
6521.0,0.2
6523.0,0.2
6524.0,0.0
6531.0,0.2
6536.0,0.8
6547.0,0.6
6556.0,0.6
6560.0,0.2
6568.0,0.2
6571.0,0.0
6576.0,0.6
6587.0,0.2
6589.0,0.4
6595.0,0.4
6598.0,0.2
6607.0,0.0
6614.0,0.0
6622.0,0.2
6623.0,0.0
6624.0,0.6
6628.0,0.0
6641.0,0.4
6643.0,0.4
6652.0,0.0
6662.0,0.2
6669.0,0.8
6698.0,0.2
6709.0,0.6
6715.0,0.2
6718.0,0.0
6724.0,0.4
6733.0,0.4
6739.0,0.0
6766.0,0.2
6777.0,0.6
6795.0,0.4
6803.0,0.2
6822.0,0.0
6831.0,0.8
6837.0,0.0
6841.0,0.2
6865.0,0.2
6866.0,0.0
6870.0,0.4
6880.0,0.2
6895.0,0.2
6924.0,0.2
6929.0,0.6
6933.0,0.2
6936.0,0.8
6948.0,0.4
6951.0,0.2
6953.0,0.8
6962.0,0.2
6975.0,0.2
6977.0,0.0
6982.0,0.2
6987.0,0.4
7007.0,0.4
7019.0,0.0
7036.0,0.2
7039.0,0.0
7052.0,0.0
7066.0,0.2
7067.0,0.0
7071.0,0.0
7078.0,0.2
7098.0,0.0
7099.0,0.2
7101.0,0.0
7106.0,0.2
7114.0,0.0
7116.0,1.0
7137.0,0.4
7139.0,0.2
7144.0,0.0
7151.0,0.2
7155.0,0.0
7168.0,0.2
7173.0,0.6
7180.0,0.0
7192.0,1.0
7227.0,0.6
7228.0,0.2
7237.0,0.2
7251.0,0.0
7254.0,0.0
7255.0,1.0
7269.0,0.4
7290.0,0.4
7295.0,0.2
7305.0,0.0
7326.0,0.2
7327.0,0.0
7339.0,0.2
7343.0,0.0
7347.0,0.8
7364.0,0.2
7365.0,0.6
7379.0,0.6
7387.0,0.8
7388.0,0.4
7391.0,0.0
7395.0,0.2
7403.0,0.0
7413.0,0.0
7422.0,0.2
7453.0,0.8
7464.0,0.0
7466.0,0.4
7480.0,1.0
7482.0,0.0
7488.0,0.0
7500.0,0.0
7514.0,0.6
7519.0,0.0
7521.0,0.2
7523.0,0.2
7539.0,0.4
7546.0,0.0
7558.0,0.0
7559.0,0.6
7560.0,0.4
7562.0,0.4
7563.0,0.0
7565.0,0.2
7566.0,0.6
7571.0,0.0
7583.0,0.4
7587.0,0.4
7638.0,0.0
7643.0,0.2
7650.0,0.0
7654.0,0.2
7663.0,0.0
7666.0,0.8
7670.0,0.0
7682.0,0.0
7690.0,0.0
7697.0,0.8
7698.0,0.8
7715.0,0.8
7741.0,0.2
7747.0,1.0
7754.0,0.2
7764.0,0.0
7766.0,0.2
7767.0,0.4
7771.0,0.0
7774.0,0.6
7782.0,0.0
7824.0,0.2
7852.0,0.4
7888.0,0.0
7911.0,0.2
7921.0,0.4
7927.0,0.2
7931.0,0.0
7937.0,0.6
7939.0,0.2
7940.0,0.4
7943.0,0.0
7957.0,0.0
7974.0,0.0
7975.0,0.8
7980.0,0.2
7984.0,0.0
7988.0,0.6
8007.0,0.2
8009.0,0.2
8013.0,0.0
8015.0,0.0
8031.0,0.4
8032.0,0.4
8042.0,0.4
8048.0,0.2
8057.0,0.0
8069.0,0.4
8075.0,0.2
8077.0,0.0
8078.0,0.2
8083.0,0.2
8084.0,0.0
8090.0,0.2
8098.0,0.2
8119.0,0.0
8124.0,0.2
8136.0,0.2
8145.0,0.0
8158.0,0.6
8161.0,0.0
8162.0,0.0
8163.0,0.0
8170.0,0.8
8185.0,0.4
8199.0,0.4
8206.0,0.8
8212.0,0.2
8213.0,0.2
8224.0,0.0
8232.0,0.4
8251.0,0.0
8266.0,0.2
8268.0,0.0
8294.0,0.0
8296.0,0.2
8303.0,0.0
8307.0,0.4
8316.0,0.2
8330.0,0.8
8337.0,0.4
8347.0,0.4
8351.0,0.6
8357.0,0.0
8362.0,0.0
8374.0,0.4
8376.0,0.2
8428.0,0.0
8436.0,0.2
8440.0,0.0
8473.0,0.0
8486.0,0.2
8489.0,0.2
8490.0,0.0
8503.0,0.2
8514.0,0.2
8518.0,0.8
8541.0,0.0
8542.0,0.0
8543.0,0.0
8545.0,0.2
8546.0,0.0
8547.0,0.0
8569.0,0.0
8576.0,0.0
8577.0,0.6
8580.0,0.0
8592.0,0.0
8595.0,0.0
8600.0,0.4
8602.0,0.0
8614.0,0.0
8618.0,0.2
8633.0,0.0
8635.0,0.8
8644.0,0.0
8645.0,0.2
8647.0,0.0
8648.0,0.0
8649.0,0.4
8661.0,0.2
8664.0,0.0
8665.0,0.2
8672.0,0.6
8683.0,0.4
8690.0,0.0
8700.0,0.2
8726.0,0.8
8743.0,0.0
8759.0,0.2
8766.0,0.4
8771.0,0.4
8791.0,0.4
8796.0,0.0
8807.0,0.6
8808.0,0.2
8809.0,0.6
8811.0,0.0
8827.0,0.0
8835.0,0.6
8855.0,0.8
8860.0,1.0
8867.0,0.2
8885.0,0.2
8886.0,0.2
8892.0,0.0
8903.0,0.0
8913.0,0.0
8920.0,0.2
8930.0,0.0
8934.0,0.2
8939.0,0.2
8940.0,0.2
8941.0,0.0
8942.0,0.2
8943.0,0.2
8952.0,0.2
8953.0,0.4
8958.0,0.4
8959.0,0.0
8961.0,0.0
8963.0,0.0
8965.0,0.4
8967.0,0.4
8970.0,0.0
8976.0,0.2
8978.0,0.4
8985.0,0.0
8992.0,0.2
8994.0,0.0
9005.0,0.2
9006.0,0.4
9009.0,0.2
9017.0,0.8
9018.0,0.2
9022.0,0.8
9026.0,0.2
9027.0,0.0
9029.0,0.0
9030.0,0.0
9034.0,0.8
9035.0,0.0
9036.0,0.4
9039.0,0.0
9046.0,0.2
9049.0,0.0
9058.0,0.2
9060.0,0.4
9061.0,0.0
9062.0,0.0
9063.0,0.0
9065.0,0.2
9068.0,0.6
9070.0,0.0
9075.0,0.0
9076.0,0.2
9078.0,0.8
9079.0,1.0
9081.0,0.8
9084.0,0.4
9088.0,0.8
9093.0,0.0
9098.0,0.0
9107.0,0.0
9110.0,0.2
9111.0,0.0
9113.0,0.2
9115.0,0.0
9125.0,0.0
9133.0,0.2
9137.0,0.0
9138.0,0.2
9143.0,0.2
9146.0,0.4
9147.0,0.2
9149.0,0.2
9151.0,0.0
9152.0,0.0
9155.0,0.0
9158.0,0.2
9162.0,0.0
9163.0,0.0
9165.0,0.2
9168.0,0.2
9169.0,0.2
9170.0,0.4
9172.0,0.0
9173.0,0.8
9176.0,0.2
9177.0,0.2
9179.0,0.0
9190.0,0.0
9192.0,0.2
9193.0,0.0
9201.0,0.2
9204.0,0.4
9205.0,0.2
9206.0,0.0
9216.0,0.0
9221.0,0.0
9223.0,0.2
9225.0,0.0
9227.0,0.4
9236.0,0.0
9243.0,0.2
9245.0,0.2
9246.0,0.0
9248.0,0.0
9255.0,0.0
9257.0,0.6
9259.0,1.0
9269.0,0.4
9271.0,1.0
9274.0,0.2
9280.0,0.4
9282.0,0.0
9285.0,0.2
9287.0,0.2
9297.0,0.6
9298.0,0.0
9302.0,0.0
9311.0,0.0
9312.0,0.8
9317.0,0.2
9322.0,0.0
9323.0,0.6
9325.0,0.0
9328.0,0.2
9330.0,0.2
9336.0,0.2
9338.0,0.2
9340.0,0.0
9342.0,0.4
9343.0,0.0
9344.0,0.6
9359.0,1.0
9361.0,0.2
9364.0,0.0
9365.0,0.0
9368.0,0.0
9374.0,0.0
9376.0,0.0
9378.0,0.2
9379.0,0.2
9382.0,0.4
9383.0,0.0
9387.0,0.0
9388.0,0.0
9389.0,0.0
9392.0,0.0
9396.0,0.2
9406.0,0.0
9407.0,0.2
9408.0,0.2
9411.0,0.4
9417.0,0.2
9419.0,0.0
9420.0,0.0
9422.0,0.2
9428.0,0.4
9432.0,0.0
9434.0,0.4
9439.0,0.8
9440.0,0.0
9443.0,0.0
9448.0,0.6
9449.0,0.0
9452.0,0.2
9453.0,0.2
9454.0,0.2
9457.0,0.2
9458.0,0.2
9459.0,0.2
9464.0,1.0
9465.0,0.0
9466.0,0.6
9467.0,0.0
9473.0,0.0
9474.0,0.2
9477.0,0.0
9482.0,0.2
9483.0,1.0
9489.0,0.0
9493.0,0.0
9494.0,0.4
9500.0,0.0
9506.0,0.8
9507.0,0.4
9514.0,0.8
9516.0,0.2
9519.0,0.6
9521.0,0.2
9524.0,0.2
9525.0,0.6
9529.0,0.2
9533.0,0.4
9535.0,0.2
9540.0,0.0
9545.0,0.0
9546.0,0.0
9554.0,0.0
9559.0,0.0
9561.0,0.0
9563.0,1.0
9564.0,0.0
9565.0,0.0
9566.0,0.0
9567.0,0.2
9576.0,0.4
9577.0,0.0
9584.0,0.0
9585.0,0.2
9587.0,0.8
9596.0,0.8
9609.0,0.0
9613.0,0.0
9615.0,0.0
9616.0,0.2
9621.0,0.6
9624.0,0.8
9631.0,0.8
9632.0,0.0
9641.0,0.0
9642.0,0.4
9645.0,0.4
9646.0,0.0
9647.0,0.0
9653.0,0.4
9655.0,0.2
9663.0,0.2
9665.0,0.0
9670.0,0.4
9673.0,0.8
9674.0,0.4
9681.0,0.4
9682.0,0.0
9686.0,0.0
9687.0,0.0
9689.0,0.2
9690.0,0.2
9691.0,0.0
9692.0,0.0
9694.0,0.8
9696.0,0.2
9697.0,0.2
9701.0,0.2
9702.0,0.2
9704.0,0.4
9712.0,0.0
9714.0,0.2
9715.0,0.6
9717.0,0.2
9720.0,0.2
9724.0,0.0
9728.0,0.0
9729.0,0.0
9730.0,0.0
9731.0,0.0
9738.0,0.2
9743.0,0.0
9744.0,0.6
9745.0,0.0
9748.0,0.0
9749.0,0.0
9750.0,0.0
9752.0,0.2
9758.0,0.6
9759.0,0.0
9763.0,0.4
9766.0,0.0
9768.0,0.6
9774.0,0.2
9775.0,0.4
9778.0,0.4
9779.0,0.0
9780.0,0.0
9786.0,0.0
9789.0,0.6
9790.0,1.0
9791.0,0.4
9792.0,0.8
9793.0,0.6
9795.0,0.8
9798.0,0.2
9800.0,0.0
9801.0,0.0
9804.0,0.0
9806.0,0.0
9815.0,0.0
9816.0,0.0
9819.0,0.6
9822.0,0.2
9823.0,0.8
9826.0,0.0
9827.0,0.0
9828.0,0.6
9831.0,0.2
9838.0,0.4
9839.0,1.0
9841.0,0.2
9843.0,0.0
9844.0,0.2
9849.0,0.6
9851.0,0.2
9861.0,0.0
9865.0,0.2
9867.0,0.0
9871.0,0.2
9877.0,0.2
9895.0,0.8
9896.0,0.8
9901.0,0.4
9903.0,0.0
9911.0,0.0
9916.0,0.2
9917.0,0.4
9921.0,0.4
9923.0,0.6
9927.0,0.4
9929.0,0.0
9930.0,0.2
9931.0,0.0
9933.0,0.4
9941.0,0.0
9942.0,0.2
9946.0,0.2
9948.0,0.2
9951.0,0.6
9952.0,0.6
9958.0,0.0
9964.0,0.0
9966.0,0.0
9967.0,0.0
9968.0,0.0
9979.0,0.0
9981.0,0.2
9985.0,0.2
9986.0,0.4
9989.0,0.6
9990.0,0.4
9991.0,0.0
9994.0,0.0
9997.0,0.0
10002.0,0.2
10006.0,0.0
10007.0,0.4
10010.0,1.0
10015.0,0.4
10017.0,1.0
10027.0,0.0
10037.0,0.4
10044.0,0.0
10045.0,0.2
10047.0,0.4
10049.0,0.0
10050.0,0.2
10077.0,0.4
10078.0,0.0
10080.0,0.0
10084.0,0.0
10089.0,0.2
10091.0,0.2
10092.0,0.4
10099.0,0.0
10101.0,0.2
10106.0,0.2
10114.0,0.0
10116.0,0.8
10117.0,0.2
10118.0,0.4
10125.0,0.0
10144.0,0.0
10147.0,0.4
10148.0,0.8
10150.0,0.2
10152.0,0.2
10156.0,0.4
10157.0,0.0
10159.0,0.4
10162.0,0.4
10163.0,0.0
10164.0,1.0
10170.0,0.8
10171.0,0.0
10174.0,0.0
10176.0,0.0
10181.0,0.0
10182.0,0.0
10183.0,0.0
10184.0,0.4
10185.0,0.2
10189.0,0.4
10196.0,0.0
10203.0,0.2
10204.0,0.0
10209.0,0.6
10212.0,0.0
10216.0,0.6
10222.0,0.0
10230.0,0.8
10232.0,0.4
10234.0,0.0
10236.0,0.0
10241.0,0.4
10256.0,0.0
10263.0,0.4
10265.0,0.0
10267.0,0.4
10274.0,0.2
10278.0,0.2
10282.0,0.0
10287.0,0.0
10292.0,1.0
10294.0,1.0
10302.0,0.4
10303.0,0.2
10305.0,0.8
10307.0,0.4
10308.0,0.0
10313.0,0.0
10315.0,0.0
10316.0,0.2
10318.0,0.4
10319.0,0.8
10324.0,0.4
10326.0,0.2
10327.0,0.2
10335.0,0.0
10337.0,0.2
10338.0,0.2
10339.0,0.4
10344.0,0.0
10352.0,0.2
10353.0,0.2
10359.0,0.0
10360.0,0.2
10366.0,0.0
10368.0,0.0
10369.0,0.2
10371.0,0.4
10376.0,0.6
10377.0,0.2
10382.0,0.2
10384.0,0.8
10387.0,0.4
10390.0,0.8
10391.0,0.2
10398.0,0.8
10399.0,0.8
10401.0,0.0
10402.0,0.2
10403.0,1.0
10404.0,0.0
10410.0,0.0
10414.0,0.2
10417.0,0.8
10418.0,0.4
10420.0,0.0
10423.0,0.6
10425.0,0.4
10427.0,0.2
10429.0,0.2
10431.0,0.0
10449.0,0.0
10452.0,0.4
10453.0,0.0
10455.0,0.4
10458.0,0.2
10462.0,0.2
10469.0,0.0
10471.0,0.2
10472.0,0.0
10484.0,0.0
10485.0,0.0
10486.0,0.2
10487.0,0.0
10490.0,0.0
10492.0,0.0
10496.0,0.2
10498.0,0.6
10502.0,0.8
10503.0,0.6
10505.0,0.8
10506.0,0.2
10510.0,0.0
10515.0,0.2
10521.0,0.8
10535.0,0.0
10542.0,1.0
10543.0,0.0
10544.0,0.0
10548.0,0.2
10550.0,0.2
10551.0,0.0
10553.0,0.0
10555.0,0.2
10557.0,0.2
10559.0,0.0
10561.0,0.4
10568.0,0.4
10571.0,0.4
10573.0,0.0
10575.0,0.4
10580.0,0.4
10581.0,0.0
10583.0,0.2
10588.0,0.2
10589.0,0.4
10593.0,0.4
10597.0,0.6
10598.0,1.0
10601.0,0.0
10602.0,0.0
10604.0,0.2
10605.0,0.0
10606.0,0.0
10608.0,0.0
10613.0,0.2
10617.0,0.2
10619.0,0.0
10621.0,0.8
10625.0,0.0
10631.0,0.2
10634.0,0.0
10644.0,0.8
10647.0,0.2
10649.0,0.8
10653.0,0.4
10657.0,0.0
10662.0,0.8
10665.0,0.2
10669.0,0.2
10673.0,0.4
10678.0,0.2
10680.0,0.0
10682.0,0.4
10685.0,0.2
10706.0,0.2
10713.0,0.2
10721.0,0.2
10725.0,1.0
10728.0,0.0
10729.0,0.2
10731.0,0.2
10736.0,0.2
10737.0,0.0
10739.0,0.0
10752.0,0.0
10756.0,1.0
10758.0,0.0
10760.0,0.0
10761.0,0.0
10765.0,0.0
10766.0,0.0
10769.0,0.2
10770.0,0.0
10775.0,0.0
10780.0,0.2
10781.0,0.0
10782.0,0.0
10792.0,0.4
10794.0,0.0
10795.0,0.0
10799.0,0.4
10802.0,0.4
