id,predicted_lgbm,predicted_cat,predicted,predicted_bern,predicted_logreg,predicted_rf,predicted_svc,predicted_knn
341,0.7164344090810495,0.5578569583137165,0.61996555,0.5325910466251222,0.1052303853356418,0.1921371035748316,0.0,0.2
365,0.93822453676368,0.9198614223524566,0.86306894,0.8442021400528773,0.7311147085532703,0.7,0.0,0.2
371,0.2338122555707929,0.286448378543574,0.1685778,0.6190276464274566,0.2182553549880241,0.2284175877323725,0.0,0.2
376,0.8377161484410443,0.8438583056268116,0.7006078,0.4375383408515736,0.2090306816439378,0.4646073062887856,1.0,0.6
380,0.0960351110433008,0.150898139170058,0.09116131,0.3306655523472444,0.054987712906842,0.1,0.0,0.4
388,0.2313892122174319,0.282093829561046,0.20534627,0.3861749889147771,0.1063617258963838,0.1355513420543789,0.0,0.2
389,0.0680488864625356,0.0854471633501773,0.06477896,0.0043972027577982,0.019765056213806,0.1615044187255465,0.0,0.0
412,0.8512050717409811,0.9170824256159116,0.76451266,0.6116101906446129,0.5243464299268811,0.5608898809523809,0.0,0.6
413,0.8415116666578639,0.8204461728639928,0.68927896,0.421484090344292,0.2787955737499837,0.6516500596540985,1.0,0.8
416,0.4721930934545003,0.6586254769077644,0.40098548,0.892143894003642,0.7390213887014317,0.4154092541223608,0.0,0.0
420,0.6507159061289188,0.6124344017667943,0.34238732,0.8310689943881348,0.6776991639136309,0.33,0.0,0.0
427,0.4225587162721394,0.2581076458583416,0.14708446,0.6090979815040329,0.3008152629885616,0.1280066196215132,0.0,0.0
429,0.7729742842079681,0.8423655238619634,0.55950224,0.9479399945469036,0.6885279247989469,0.6161904761904762,0.0,0.2
446,0.0475842565900435,0.064124153572351,-0.004022168,0.3403116639626619,0.0787776765127653,0.1107347152978221,0.0,0.0
448,0.0831276670235394,0.1748808566670218,0.048453033,0.0023864411315596,0.0210096255993346,0.0628719364256929,0.0,0.2
454,0.5514826751551656,0.7110137169095907,0.4663558,0.9318732574608956,0.6655045143190984,0.4177272727272727,0.0,0.0
466,0.3972728994576145,0.4322265349441457,0.18343157,0.7302752333592599,0.2255654421497125,0.275118642021007,0.0,0.4
472,0.1752662663380671,0.2245633117086002,0.16934308,0.0011264305542687,0.0350485088772275,0.11,0.0,0.0
502,0.3226500870519436,0.4986094896757244,0.23570786,0.5962437603539941,0.1705231068961881,0.1786846088594056,0.0,0.2
511,0.6555518244865105,0.8169596779961701,0.56586295,0.9119142232885032,0.6740631171053211,0.4607113775113775,0.0,0.0
520,0.3390532729424634,0.5021854837266396,0.14137769,0.5195850504986083,0.1922290460515431,0.2915924453427184,0.0,0.2
530,0.7280986499284046,0.6656146148021657,0.5251357,0.7561323438928922,0.3261536943499729,0.5215498345740281,0.0,0.0
541,0.3716956791424954,0.6100362566654652,0.18255077,0.6819032336010725,0.3834089478542479,0.3720745920745921,0.0,0.2
544,0.8619737228962314,0.9121805177923946,0.66724426,0.4944986744920607,0.4278549571224413,0.5839992066750345,1.0,0.4
547,0.7036457298317557,0.8035295406157935,0.4946117,0.8500056225846234,0.6629847635475732,0.4864738809620355,0.0,0.0
548,0.2899295413568192,0.4511408587355946,0.15603583,2.8278966337232454e-08,0.073294330755625,0.1004861111111111,0.0,0.0
557,0.7551865918272663,0.921184844874707,0.52157766,0.98039800050298,0.4633737993528115,0.57,1.0,0.8
561,0.18400413238172,0.239961538312295,0.020305213,0.6081984695677876,0.1030458246173159,0.199630589035377,0.0,0.0
563,0.646690834004095,0.7838158647064017,0.6111189,1.444187110145024e-07,0.4851213070632928,0.395625,0.0,0.0
572,0.5399785153841891,0.6505375551003291,0.4309737,0.0007271726102653,0.7693469181713719,0.31,0.0,0.2
581,0.9571100981625708,0.9813382441469576,0.916336,0.9447228084823948,0.9019920387981728,0.849370171277389,1.0,0.6
583,0.8638147039531575,0.8744468030985165,0.64893544,0.6956512042312436,0.6723647028190372,0.545777027027027,0.0,0.4
587,0.2817217365828032,0.5311405882519507,0.18495846,0.3954014053344626,0.3207170123538085,0.3794942528735632,0.0,0.4
588,0.0093351381200978,0.0154681062486429,-0.03407234,1.7374412212402194e-12,0.0022832001717744,0.0,0.0,0.0
591,0.1220726963574617,0.2043348128443355,0.023386277,0.4954426687386575,0.0647916208930666,0.152924036040684,0.0,0.6
640,0.8071955159438435,0.811029698214606,0.79964674,0.6967645124374728,0.6435592014294329,0.39,0.0,0.0
649,0.7440842814636132,0.850499132958501,0.44871923,0.6183267561187866,0.3579390657564529,0.543684476342371,0.0,0.4
656,0.692350352771101,0.8249118994823831,0.59906703,0.8768067642636881,0.4735799229371974,0.595900175669741,0.0,0.4
675,0.8032341450962606,0.810900906383409,0.7103308,0.7149634561698398,0.406990955865349,0.5614942528735632,0.0,0.4
688,0.0484274539072482,0.1336781714621518,0.011767653,0.0214767028920865,0.0994345337763944,0.09,0.0,0.2
708,0.8164484456208945,0.837904106313272,0.5672387,0.8509411212540473,0.6701901885811826,0.6736330571624475,0.0,0.0
729,0.5541352755548504,0.6299400280331995,0.44722718,0.6875060686667126,0.447631166032664,0.3399231884057971,0.0,0.2
735,0.9499114425934444,0.9720376916599393,1.0122223,0.8887785615936384,0.8036312663482215,0.7941666666666667,0.0,0.2
744,0.0567874015638424,0.1050287537562129,0.038859162,8.081380057929022e-09,0.0575743906288368,0.2618181818181818,0.0,0.0
748,0.517804819706757,0.6847398474348941,0.28954664,0.966638583553574,0.4571858581323417,0.5,0.0,0.2
751,0.4447493053994745,0.4033817221477491,0.26642478,0.5225593520490938,0.4124885107464521,0.1974440667085147,0.0,0.0
756,0.7048857337179544,0.8330154965904598,0.67453676,0.918491550164632,0.8502565956345214,0.4166798224785165,0.0,0.0
762,0.174713308151776,0.2380336647818626,0.0814945,0.5876930528631366,0.1034471293567877,0.1723290640061405,0.0,0.2
764,0.9055743201024528,0.8913481883421864,0.8390121,0.4948930019977559,0.3211701785208684,0.4697916666666666,1.0,0.8
773,0.1010114606717337,0.195389241623309,0.07537074,0.0625378406176489,0.1699718533826609,0.1745136552469497,0.0,0.0
779,0.0460282591662946,0.0909255052240032,-0.044167288,0.0233734937812278,0.0561132507486957,0.08,0.0,0.0
791,0.8995648011320136,0.9696462478406312,0.8026548,0.918773820271538,0.8826952282223138,0.7106513693560325,1.0,1.0
802,0.4530902245204519,0.5527309516919616,0.22188297,0.6865151611262419,0.2737816740257692,0.3293134090068893,0.0,0.2
805,0.0091629673402331,0.0299082950819376,0.009229383,1.497256380415231e-12,0.0009432504490742,0.0,0.0,0.0
807,0.3760842142872059,0.4563041023802253,0.22438733,0.5857269864251298,0.2828023593435593,0.3361450441593614,0.0,0.0
819,0.1537788215247753,0.2834514014913017,0.088458784,0.4150547197069027,0.089593698753916,0.1368600788254994,0.0,0.2
828,0.2871993212823058,0.4428091531775989,0.17976435,0.4938354749737996,0.2972740777893378,0.1894512549422933,0.0,0.0
831,0.442614245992663,0.536055330113821,0.24868602,0.2653880451879433,0.1124117178839208,0.3091575091575091,0.0,0.0
836,0.8460813475307324,0.9352892313351115,0.66762924,0.9484918074581938,0.6175227265260523,0.5784615384615385,1.0,0.6
845,0.9640666989703814,0.9877657156289932,1.0484122,0.8845686398964058,0.8083588494643672,0.908584846827701,1.0,0.6
859,0.9488059624636532,0.982120577413252,0.92075926,0.8966609672513991,0.7990672947854578,0.8666587474684531,1.0,0.8
869,0.830456662772224,0.8719472974971881,0.62319934,0.948055345050946,0.3466079545734068,0.51,0.0,0.4
874,0.4278707702844832,0.6575859442313827,0.39375448,0.8917799821929179,0.6606804749050611,0.299014245014245,0.0,0.0
875,0.0117654401650221,0.0150757257472214,0.017638488,7.394396174494234e-13,0.0009521263196885,0.02,0.0,0.0
877,0.7098417177083245,0.8556796166512399,0.46459588,0.8845686398964058,0.5830902791622297,0.4810332783158871,0.0,0.4
885,0.1171420257044033,0.307170823737377,0.07715655,0.0533239574798054,0.1645666893286042,0.08,0.0,0.0
899,0.4918830015213944,0.6362996229245232,0.37400696,1.086334582276672e-08,0.1222473813386847,0.1214821428571428,0.0,0.0
901,0.5904082456434048,0.7590585655362091,0.40095377,0.8493263121032129,0.4561764449631661,0.3443478260869566,0.0,0.0
902,0.1400530322810614,0.1438131776330764,-0.008106134,0.3075755756665749,0.1783792724689593,0.1435960967553642,0.0,0.2
912,0.2568746623181795,0.4558714947025631,0.12521173,0.4917742959693733,0.0839815633713486,0.2613558572521153,0.0,0.2
916,0.0184592018975954,0.0521382304309009,0.035074893,0.0032137156110105,0.0177764396777939,0.0489583333333333,0.0,0.0
932,0.0446313534184625,0.081512257123608,0.06685032,0.004461630717189,0.0152298830465229,0.09,0.0,0.0
934,0.6490969778765832,0.6608639233248678,0.63396704,0.4727903538134605,0.2712740088292803,0.28,1.0,0.4
942,0.8047157828281082,0.8662090819713499,0.6055532,0.9479399945469036,0.861951635205339,0.5762437294049234,0.0,0.0
946,0.4514490596363382,0.693420689279955,0.35719362,0.6801628259666839,0.2913146324493467,0.4517997604242639,0.0,0.4
972,0.0589874575742642,0.0800154133627109,0.11195513,0.0001082428921439,0.0230685305766029,0.1501129387925383,0.0,0.6
1006,0.1338056300351996,0.1997643753581655,0.14740463,0.591736466458686,0.1160686672084505,0.2055106407133429,0.0,0.0
1019,0.4805132217498585,0.7153952715478242,0.42709932,0.7984861724345093,0.2499329036598335,0.3582444444444445,0.0,0.2
1045,0.6006356911601802,0.845002379263238,0.57420063,0.946883608628836,0.3710012869889729,0.4679333333333333,0.0,0.0
1046,0.9359056054886274,0.979379299680658,0.8025918,0.8707350382226925,0.8606043601819027,0.7721266718313351,1.0,0.8
1054,0.0814996764681515,0.172796489890504,0.08405998,0.0171323451388559,0.3278879119422739,0.08,0.0,0.0
1075,0.0303811107837222,0.0638758479869933,0.02319164,0.0054416459202805,0.0147872189330447,0.0324735449735449,0.0,0.2
1076,0.0570667743904709,0.1440763678575981,-0.014089102,0.1844382007022341,0.0705942688719093,0.0667955316851157,0.0,0.0
1086,0.1397875015680972,0.2419720401177164,0.1055782,0.460371784703585,0.2300928554643638,0.252006520017467,0.0,0.0
1091,0.0686064805313519,0.2365853352897774,0.030963037,0.0072742266937604,0.0525925739345987,0.0752173913043478,0.0,0.2
1093,0.0065169060944814,0.0316108162975965,0.019863166,4.1112993550727135e-11,0.0039724014827641,0.02,0.0,0.0
1097,0.914256057668129,0.8519026127320007,0.9914593,0.8320108283893369,0.6054890554146737,0.385995280995281,0.0,0.2
1101,0.631894307519728,0.7756181373652367,0.47485185,0.8780337281808207,0.6400211223024406,0.4459152046783625,0.0,0.2
1127,0.964481379447195,0.98689709912909,1.1008577,0.8409877897049572,0.9164911794280444,0.8885342770271311,1.0,0.8
1137,0.1166682691380104,0.3065103895489459,0.26590466,0.5289408411643087,0.1216287288113113,0.1112283864453716,0.0,0.0
1145,0.8389266032562435,0.8211013040118165,0.6053448,0.7448886788495204,0.8046445278101374,0.6298214285714286,1.0,0.8
1157,0.215992587444382,0.2695949948320801,0.08192218,0.347709865720306,0.1774642184087615,0.2560440156438146,0.0,0.2
1197,0.9605368834287552,0.9822019031028668,1.1098338,0.8245197370834692,0.7810812281253078,0.7702947368421051,1.0,1.0
1209,0.1669470549978534,0.3234132411983811,0.115449525,0.0424650317461292,0.2383397462267597,0.0336796536796536,0.0,0.0
1212,0.9407513971881364,0.9710272345102068,0.9868902,0.7866481818858,0.7675440666838887,0.76,1.0,1.0
1219,0.1124227775562897,0.2003666578249966,0.10382617,0.14378009557707,0.1912450411354659,0.2215270784079777,0.0,0.2
1231,0.6080473160100296,0.8192428549592764,0.5383448,0.8409877897049572,0.4331362458457956,0.503269763768485,0.0,0.2
1260,0.9508473205597352,0.9763829226543072,0.9331929,0.9155606160765852,0.8582016522740947,0.81,1.0,0.6
1262,0.9710673227493678,0.9741479552146172,1.0006053,0.8949152593393844,0.870972262673695,0.7222222222222223,0.0,0.6
1263,0.9097504560143134,0.9370296770089344,0.5498003,0.6968180549989191,0.8645102954789058,0.5,1.0,0.2
1275,0.3836728952224422,0.4843354040784358,0.19016646,0.9407188626523084,0.1696141529722385,0.3,0.0,0.2
1282,0.5103223342177894,0.6075134820418047,0.2477558,0.3162236336891262,0.2117780520340074,0.3351607609744683,0.0,0.0
1284,0.4768123296350573,0.5976740467693176,0.46667662,0.6477598852591424,0.4327549885471812,0.4107086614173228,0.0,0.2
1286,0.7452873034433728,0.8713644679185896,0.6292735,0.476667581324815,0.3860554351852332,0.535384435321233,1.0,1.0
1288,0.211976850204136,0.3869265539390567,0.15091026,0.522120436225973,0.1268512658633411,0.2242130775672497,0.0,0.0
1309,0.966300388981087,0.986150102153474,1.0555217,0.9440512376382422,0.92411097683561,0.9288854963401596,1.0,0.4
1327,0.9604253592932562,0.9795731140653466,0.9838169,0.9479399945469036,0.8775698281828661,0.7598412698412699,1.0,0.6
1329,0.6035894534182444,0.6861891514419038,0.332708,0.4117018181879689,0.0666853092469531,0.4144032021050232,0.0,0.0
1330,0.0760580139471778,0.0587536775377698,-0.1104908,0.289882826470014,0.1823186445366145,0.2825,0.0,0.4
1340,0.0144993526908994,0.0149827063796002,-0.060836647,0.2413123011541887,0.0878021169423272,0.0025666047171022,0.0,0.2
1353,0.4652274819534995,0.2819290666137521,0.31148437,0.5029768803707212,0.476030146664712,0.2,0.0,0.0
1358,0.0315812718205337,0.0561961198382602,-0.026891444,1.1684792717052124e-11,0.024466506762506,0.02,0.0,0.0
1367,0.6951722409415829,0.7263513376861144,0.5700591,0.8509411212540473,0.7554609420526619,0.539727835154418,0.0,0.4
1373,0.0396929695860857,0.0860909000793887,0.031972114,0.0024105109269074,0.0076245455612956,0.0727538689645382,0.0,0.0
1386,0.3269062744004473,0.6175412520262594,0.280486,0.3201337283177952,0.153676871224445,0.2819000981718988,0.0,0.2
1388,0.4455254220717763,0.5785101831624627,0.2628343,0.6809751587331081,0.3919380775962344,0.3,0.0,0.0
1397,0.1186199749375912,0.2912127461651483,0.04461248,0.5133371381847573,0.3393778945052805,0.39,0.0,0.0
1413,0.0382789855810863,0.1041061334974866,0.024933286,0.3275567390922511,0.0528052450177338,0.032821133814602,0.0,0.0
1432,0.0302193263463931,0.0626105491823349,0.23566829,0.0014414928899974,0.0037944229337883,0.05,0.0,0.2
1443,0.674644818992212,0.8156824356602951,0.34295055,0.4205635546433406,0.4581230849572827,0.5175,0.0,0.4
1445,0.9112066927339214,0.9513088436344987,0.920801,0.966627056423528,0.5197843347259504,0.5893939393939394,0.0,0.2
1458,0.0227216310977822,0.0343431212426978,-0.036366325,0.0029573553087739,0.0085590282564259,0.06,0.0,0.0
1473,0.8290500437397447,0.8877612629592001,0.63166,0.920222685103165,0.8586298420406253,0.6317992132867133,0.0,0.0
1475,0.0430366695609856,0.1294971334114711,-0.03196558,2.944154383048033e-05,0.0643092814885449,0.0540355902554519,0.0,0.0
1480,0.7123754291599185,0.7851726140524316,0.63474816,0.3618998422260112,0.3253936162535134,0.5033042392005157,0.0,0.6
1489,0.9115958938365124,0.9181852389036091,0.87799966,0.8769706233920912,0.5417976989759735,0.5564864864864865,0.0,0.2
1535,0.0729687119135774,0.1204642710007063,0.031774137,0.3381999768527127,0.1172376550815508,0.0738936470190381,0.0,0.2
1539,0.8247102979450459,0.8414769044096029,0.7239473,0.5135326644829429,0.2428425754065174,0.6234947577725616,1.0,0.4
1541,0.9311338012967608,0.9759305515380248,0.8730909,0.9213263903982092,0.8884528633089497,0.7577777777777777,1.0,0.8
1543,0.01278432393583,0.0158348667284334,-5.27793e-05,1.643748610974829e-12,0.0019164941417789,0.03,0.0,0.0
1546,0.306510022045011,0.360543413794285,0.2561308,0.5298816642949917,0.195345025242871,0.2449957969155173,0.0,0.0
1567,0.9379844924117876,0.967300301113729,0.8640678,0.8725247015008932,0.7740247713585311,0.7581233211233211,1.0,0.8
1592,0.7809889655717696,0.823499870098642,0.5691341,0.9398688066754196,0.9314847347269732,0.5790128205128205,1.0,0.6
1599,0.0189532883690528,0.0569979049246075,0.03276883,1.6096359971117009e-12,0.0019691733440177,0.0,0.0,0.0
1606,0.1328650816760073,0.1872035443667238,0.06461407,0.5173354503242915,0.156884165162826,0.2007397752764016,0.0,0.2
1620,0.4302516750827696,0.664796264695081,0.37759778,0.8308557915683699,0.6769113683366853,0.4265625,0.0,0.4
1622,0.9561584020555508,0.9842395648136087,0.88381904,0.8402785306512587,0.9061125472927576,0.82875,1.0,0.4
1635,0.0129501857850991,0.0276848982332963,-0.07284564,0.0009545054386205,0.001649018104854,0.1200799999999999,0.0,0.0
1652,0.6114170404708409,0.637732960943182,0.5114145,0.7819563682755841,0.3526513871148567,0.4011111111111111,0.0,0.4
1659,0.0548967326147914,0.0695644903949598,0.030930921,0.0172283539687527,0.1066448601347123,0.08,0.0,0.2
1660,0.0512438501098404,0.0686325093052496,0.103934415,0.0016793757731981,0.0197754514430077,0.0405022831050228,0.0,0.0
1665,0.0138144271056389,0.0193295945942578,-0.109884515,0.0011001862518321,0.0050100441383006,0.0300925925925925,0.0,0.0
1686,0.6493873689214669,0.6512344432615743,0.34634912,0.6605315589853974,0.3549221098851417,0.4803846153846154,0.0,0.2
1717,0.1887309419599079,0.2726691024881614,0.057941318,0.2473976461546444,0.0323451942719564,0.0764769677913338,0.0,0.4
1740,0.921695234324673,0.9603889105242908,0.98582846,0.7132661099439147,0.7538495039284588,0.59,0.0,0.4
1751,0.5614397979645603,0.6278739397368189,0.2786707,0.6295380856500101,0.1540937166154244,0.2513894101331873,0.0,0.2
1758,0.2717613572035527,0.3041240260193232,0.31053308,0.6084660879716443,0.2648412364739559,0.330015774250183,0.0,0.2
1793,0.5703156962740287,0.629578724939044,0.50217974,0.7859114217547161,0.4940849690978098,0.499897509578544,0.0,0.4
1807,0.1124415923460957,0.1312740618698393,0.1480479,0.2338783694374522,0.0518351318652854,0.210890798253147,0.0,0.2
1811,0.8735966971988879,0.8642371024155092,0.6236322,0.9250145847112364,0.5219963509566719,0.6712774116335498,0.0,0.0
1812,0.0275958167766083,0.1240180460990012,-0.042207804,0.0276424204118272,0.2210000014262974,0.0501204819277108,0.0,0.0
1820,0.6233141628346373,0.679732592453127,0.48102218,7.333960549460416e-05,0.4316057605576316,0.4314285714285714,0.0,0.8
1824,0.7235518063101983,0.8425558232503431,0.66092503,0.9150393723587544,0.7616805586636662,0.4110795454545454,0.0,0.2
1837,0.0183282422782749,0.0445877015337967,0.0621653,5.367796615025795e-12,0.0048184497461675,0.02,0.0,0.0
1842,0.771331984437756,0.8432101647775909,0.52079415,0.919040537448289,0.7824241646011889,0.4962896967798283,0.0,0.2
1853,0.1436136870765609,0.1748635019621081,0.058300264,0.4742465774048738,0.1019272228233984,0.1347891804686629,0.0,0.4
1860,0.0294151553226615,0.0725948829614071,0.04182011,2.3260761747108183e-12,0.0025031838161671,0.02,0.0,0.0
1866,0.088279030022634,0.2546509916016756,0.11162804,8.371812295583812e-09,0.128871817109444,0.19,0.0,0.2
1869,0.0531874821213043,0.0882034915312776,-0.06402315,0.3009748025285075,0.0574956845038522,0.0413775743403486,0.0,0.0
1874,0.0153822288818774,0.0426158211842164,-0.033992052,7.452966327070982e-07,0.0047569376550854,0.0603688246834314,0.0,0.0
1876,0.6717735654060851,0.8188292634699698,0.57211745,0.9288516377539908,0.5974373562749391,0.4909148550724638,0.0,0.2
1894,0.3955540432942306,0.5060580119986735,0.3802214,0.9150393723587544,0.6276995512966472,0.2400666666666666,0.0,0.0
1898,0.0307467480133717,0.0748128187283779,0.04326732,0.0023313800611124,0.0373110776519033,0.13,0.0,0.6
1902,0.8665390414290182,0.9629739706021698,0.9243547,0.7542135945681985,0.9057142699868196,0.8221052631578948,1.0,0.6
1908,0.7752264665326368,0.8685782681256821,0.61144966,0.9484557295752744,0.8752501148194979,0.6144530335811393,0.0,0.4
1913,0.2836320644689801,0.5017489365373208,0.31417704,0.6081984695677876,0.1853678135649014,0.1831682990512794,0.0,0.0
1921,0.8534191533643023,0.9521996718062788,0.62304956,0.8509411212540473,0.8170291082782274,0.7074331689404637,1.0,0.6
1924,0.6925184908704448,0.8810836737941208,0.5826424,0.467354647161166,0.1823394184988785,0.5183333333333333,1.0,0.2
1937,0.242220881245003,0.4210237079755379,0.14634717,0.584732877239312,0.2989556445387394,0.169974763272698,0.0,0.2
1946,0.2579169666746063,0.4560821949847207,0.19994795,0.2653880451879433,0.1535092281965532,0.271986548226135,0.0,0.0
1949,0.8149901375217385,0.8046241829573889,0.60728127,0.4355930525167378,0.2039484083903906,0.7018525720861928,1.0,0.4
1963,0.945902584166436,0.977803029417692,0.9327693,0.9355545308806048,0.8494484382466042,0.8677307344353977,1.0,0.6
1964,0.4176283510817556,0.514493212489003,0.28457427,0.8402785306512587,0.568058143842794,0.3,0.0,0.6
