id,predicted_lgbm,predicted_cat,predicted_xgb,predicted_bern,predicted_logreg,predicted_rf,predicted_svc,predicted_knn,y
235,0.0607720218762866,0.0843600483872776,-0.008937633,0.4169487377374161,0.0672189312075255,0.0418859008339485,0.0,0.2,0
239,0.8524410015774473,0.8838391717650224,0.70602936,0.7799632438713704,0.5024584840073152,0.5783665293040293,1.0,0.8,1
242,0.680775014912974,0.7730545396329778,0.43188575,0.9381601693887636,0.7582227048884405,0.4745602193102193,0.0,0.0,0
244,0.3268352824484227,0.3251160141899828,0.079214945,5.649438572100558e-05,0.0875991783912808,0.2604996639439518,0.0,0.0,1
266,0.0285316720200898,0.028446340373059,-0.03634733,7.843684279976063e-09,0.0657347947842962,0.1700826446280992,0.0,0.2,0
286,0.6152981440350438,0.8723790688597183,0.4018231,0.9480717212993232,0.6351748180406066,0.4290909090909091,1.0,0.8,1
298,0.4001484082311796,0.5790485736796815,0.44393677,0.8462996816865048,0.3217979414932744,0.3933341996101754,0.0,0.4,0
314,0.0287703427564196,0.1468269159205172,0.13499852,0.0053598958393325,0.0287149252754119,0.0708417214868827,0.0,0.0,0
317,0.7953635417429601,0.9144050597841908,0.7271183,0.0001157944259831,0.4726409271172634,0.5364035087719298,0.0,0.4,1
327,0.0976525859869713,0.1593542195144286,0.24315053,0.0010373446478756,0.0228072160277778,0.158,0.0,0.2,0
337,0.0069484389080873,0.0120121723833929,-0.009165667,5.104805626235408e-13,0.0006238020095044,0.01,0.0,0.0,0
344,0.1239018554474126,0.2554566478247451,0.3036913,0.0261600420706894,0.0611812719418406,0.15,0.0,0.0,0
355,0.1382402390659247,0.3751854552373319,0.20960005,0.0232084208161445,0.0799748161821215,0.2328639454918409,0.0,0.0,0
358,0.0066074289302048,0.0087043822313131,0.004918636,3.6279559367828016e-12,0.0045739548030904,0.0,0.0,0.0,0
383,0.1725643002133063,0.1164689006594992,0.015638437,0.1520467363083849,0.0964035557628022,0.1603448275862069,0.0,0.4,0
390,0.6103732088424624,0.7251178003003711,0.53150964,0.8933046275132052,0.5684753782757246,0.4112055455093429,0.0,0.0,1
391,0.1101274892765587,0.157544294056755,0.052947536,0.41254468064485,0.1057930669518715,0.1830930418671854,0.0,0.2,0
410,0.4455433375618113,0.4068507891966881,0.24659893,0.4217358226490408,0.1305198319605319,0.2992904304145981,0.0,0.0,0
415,0.4497720726299388,0.6761477734643841,0.31134877,0.602845160685174,0.3562461588359171,0.2564872695043758,0.0,0.4,1
418,0.7984487625391199,0.8411793713209165,0.7445647,0.5229963766133722,0.3473595988834393,0.5173327499620135,0.0,0.4,1
424,0.2193744929600003,0.3987994065617925,0.20375189,3.1740616245172334e-07,0.4698839800456658,0.32,0.0,0.0,0
426,0.9626265380416844,0.9853129996970376,1.0506476,0.9447993250915276,0.9343297786418764,0.828185383220285,1.0,0.4,1
431,0.2505092983409493,0.2137446961955162,0.096453615,0.4943695751931092,0.1554110773393603,0.2098445963206984,0.0,0.0,0
433,0.8729822075509343,0.910336306010424,0.7546317,0.965158866522361,0.4879399218349025,0.6286486486486487,1.0,0.4,0
441,0.8044904576923068,0.8492177289707677,0.55271393,0.826878583678563,0.7221756569228934,0.4527702702702703,0.0,0.4,1
444,0.4641571389153169,0.5137017762792377,0.19938996,0.1251979058505017,0.2480834699912481,0.2814057222258441,0.0,0.0,1
457,0.8156061875093974,0.8065576585679479,0.52935344,0.9161095046731432,0.7322321396549478,0.5632191697195915,0.0,0.2,0
460,0.3732120379368031,0.5174616733759282,0.34954986,0.7203571301750096,0.4962947231472877,0.4192307692307692,0.0,0.6,1
495,0.5283920084857175,0.7015108385350357,0.4036478,0.0005494284371865,0.7797598901767719,0.3782926829268292,0.0,0.4,0
497,0.426729631034913,0.6458482560008356,0.3650998,0.020651506910964,0.0840580511148175,0.3804444444444444,0.0,0.4,0
505,0.0558590918719286,0.305363375889442,0.038902268,0.0527382606944139,0.0608609834672494,0.1101103752759382,0.0,0.2,0
512,0.4481632491613816,0.5371269383227235,0.20108196,0.737675984316232,0.376730456555503,0.4400980392156862,0.0,0.2,0
515,0.5847198265995359,0.7038848527666445,0.41883,0.9484996579403936,0.4972263089074926,0.4241754385964912,0.0,0.0,0
518,0.2862720117023469,0.4079330731273846,0.15286644,0.5046996158488061,0.3016362524839793,0.2578350044379212,0.0,0.0,0
533,0.0716291989959206,0.1756352301070514,0.13540389,0.5415233260571769,0.1213109496109196,0.1459957777874416,0.0,0.2,0
536,0.2409296455207471,0.3606583409482288,0.25636545,0.1182734784395272,0.113100569841367,0.3352965301159317,0.0,0.0,1
537,0.1410434306562308,0.1781989745853811,0.11541345,0.3711600941697506,0.2457265073973438,0.1721154446591604,0.0,0.2,0
538,0.0605584716724496,0.0847953545390303,-0.1134878,0.0105606858851375,0.0698730723385927,0.0908571428571428,0.0,0.2,0
564,0.1683846677027784,0.3415428057053029,0.12049873,0.5178241305172093,0.3072304844717275,0.2284568891750815,0.0,0.0,0
567,0.9420386453883736,0.9752093194668447,0.82756275,0.8867640023554902,0.8460921645972973,0.78,1.0,0.8,1
570,0.010320522396585,0.0254588631212529,0.0018211298,1.109515974096473e-12,0.0006231584935629,0.01,0.0,0.0,0
578,0.0504158767942836,0.0272424524435663,0.0005119144,2.690736653883945e-12,0.0010513819445487,0.04,0.0,0.0,0
585,0.0253016262407218,0.0668891762830865,0.06873277,1.490417955371992e-07,0.0037436306164123,0.045,0.0,0.0,0
621,0.3292310205738182,0.475125918112479,0.19629179,0.5438930879546928,0.1479511072772681,0.2778225352349878,0.0,0.0,0
622,0.8335730393489388,0.9064161008789552,0.68389696,0.5389579633896969,0.4564556874576521,0.6717248445657755,0.0,0.2,1
633,0.9079613321141624,0.7218981180855208,0.49502334,0.6077794252167158,0.6053427420343173,0.6,0.0,0.2,1
654,0.0164584530184539,0.0405473362274875,0.02972193,1.52278078546031e-11,0.014599375354925,0.0,0.0,0.0,0
660,0.9076256474549566,0.9674252996415482,0.9213745,0.8454673336644078,0.8514716743928589,0.8486226415094339,0.0,0.4,1
662,0.0492584984164252,0.1436874252275848,0.13604407,0.0023437892445801,0.028238055202142,0.0916959064327485,0.0,0.4,0
665,0.4833673493752832,0.7652707984720848,0.35518005,2.0386561983642158e-07,0.5665930804648114,0.39,0.0,0.4,1
670,0.1145224399551893,0.240802533074014,0.1552251,0.4012551140691929,0.1706912765650489,0.1809702921331815,0.0,0.0,0
685,0.8871463164976987,0.9398560299344926,0.8650315,0.7161009571991493,0.4342562392451996,0.7167966101694916,0.0,0.8,0
687,0.0667639630113211,0.0468657411266736,0.025355505,0.0032482448332661,0.011806675334261,0.0311437770058459,0.0,0.0,1
695,0.4559045001682918,0.5961435927207573,0.23819926,0.7078561401173703,0.3802161980932759,0.3932077476182015,0.0,0.0,1
711,0.0136314167143001,0.0189380715951735,0.017043654,1.485412649616036e-12,0.0012554847809891,0.0,0.0,0.0,0
740,0.3639380530656185,0.5236236560021037,0.26170814,0.5163193778128056,0.4578030633053419,0.3141026878706998,0.0,0.0,1
765,0.9578608758005018,0.9812760075435674,0.98549056,0.9260680777535432,0.9179835278089116,0.8376106829397262,1.0,1.0,1
767,0.924252569822128,0.9347515784485274,0.957171,0.7321512993947167,0.7528724149984564,0.6785714285714286,1.0,0.6,1
769,0.1289411662356786,0.1160671083851589,0.14821532,0.4229781922311633,0.1243985199074722,0.2154395542006777,0.0,0.0,0
771,0.0098897898652715,0.0085928978866638,0.015530146,3.807621892170619e-13,0.0005490858706497,0.0,0.0,0.0,0
772,0.9178737019139356,0.9608134035871492,0.83023095,0.7148063132953362,0.5434569804649015,0.6657323634271218,0.0,0.6,1
782,0.4726505482742097,0.3872749872023191,0.19574867,0.7777241446842492,0.2087557711012569,0.1365222998896127,0.0,0.2,0
783,0.0295573118422537,0.142541981731298,0.050757024,0.0033038527629464,0.0298638492276134,0.0604517855305135,0.0,0.0,0
785,0.041925925837588,0.1468540222225962,-0.0431807,0.0162120594244253,0.0491279013906959,0.0827343914255678,0.0,0.0,0
797,0.0276506333378681,0.0743880741772354,0.021986334,1.0449876981039499e-11,0.0145531244628168,0.0,0.0,0.0,0
800,0.1779581674032238,0.3025592291731571,0.16618925,0.5932911658691595,0.1391981497093697,0.2610003806967263,0.0,0.6,0
814,0.7060640215280478,0.8525923920911362,0.5762874,0.9353868881424772,0.8229984466297057,0.5363566790352504,0.0,0.0,0
820,0.2867171163279159,0.4941866155818892,0.19741233,6.940472329813996e-05,0.1401278220975771,0.1325534541777129,0.0,0.0,1
838,0.948647110550389,0.9611358868031276,0.9147358,0.9570101506788008,0.4747641941417559,0.74,1.0,0.8,1
843,0.6428160043050382,0.6742578103795228,0.37931734,0.8927497880294051,0.6136912552764723,0.2722193732193732,0.0,0.4,1
863,0.012726041604586,0.0334303539214601,-0.0625184,0.0015463974580135,0.0072285220926567,0.0506806282722513,0.0,0.0,0
884,0.6730615958122746,0.7768836195555239,0.41085595,0.0001486320755876,0.4881019896968315,0.4602962962962963,0.0,0.0,0
893,0.1098654200066825,0.0796973905320611,0.10411249,8.105766923174937e-09,0.0253500366845697,0.1308928571428571,0.0,0.0,0
914,0.0382307511939105,0.0540635920585624,0.0030554668,5.400485589747402e-09,0.0238057813843305,0.06,0.0,0.0,0
920,0.949855141277394,0.9752781292992384,0.9626854,0.9364238094761071,0.914880013660952,0.83,0.0,0.6,1
924,0.0663457561830874,0.1249227026331347,0.0028787758,0.4966719163205113,0.1228093160600993,0.0822231283810033,0.0,0.2,0
925,0.0847646841240016,0.0801861573236673,-0.041234497,0.5266819315084984,0.1076386456107399,0.0811131938212178,0.0,0.0,0
931,0.607222183058656,0.8558971285967802,0.65216297,0.6881753273661417,0.547865723731754,0.5715833333333333,0.0,0.4,1
943,0.6379834449941307,0.6674897529837452,0.64408636,0.5882257215944254,0.0372841661573431,0.3502750148898154,1.0,0.4,0
966,0.0136190007309993,0.0228550584547524,0.06419966,1.1074423681541284e-12,0.0072352421119829,0.0,0.0,0.0,0
971,0.6199863155118336,0.5687117774826858,0.35503834,0.4191973929558755,0.1980365023048523,0.290071375909308,0.0,0.2,1
973,0.5942783584154876,0.5330156815479061,0.43822357,0.0004261751858964,0.5180148599304952,0.32,0.0,0.0,1
977,0.3051119147662303,0.4207336510062065,0.1569024,0.4111451418836653,0.1343783934417956,0.2061070406649779,0.0,0.0,0
980,0.1390725200324895,0.3336546620873203,0.07169795,0.3139647301734189,0.0978572333122266,0.134609006443576,0.0,0.0,0
987,0.8996655963224859,0.952511699026806,0.78477305,0.9840439275453868,0.7204869790486591,0.6197777777777778,1.0,0.6,0
999,0.6709221473398729,0.8185084877205825,0.33460808,0.8804425699179725,0.8465674603720579,0.4328465909090909,1.0,0.6,0
1001,0.9489879336148318,0.979445264992602,0.8868916,0.8806670499453675,0.8577938779935923,0.8360661535085498,1.0,0.8,1
1015,0.7503485252362181,0.7411624035091978,0.4019111,0.3999225153781826,0.3635361883343918,0.4705263157894737,0.0,0.4,0
1018,0.1744759959552858,0.3227718421911752,0.14615205,0.6363722342425226,0.2528765777908251,0.2808367121384763,0.0,0.2,0
1035,0.1075329371802102,0.2722306816789365,0.10300209,0.5228385756810306,0.1484409069381224,0.1766932334736056,0.0,0.0,0
1038,0.6182811724632166,0.7358689254066622,0.41181844,0.6992232439965322,0.5603591019303457,0.4305084745762711,0.0,0.4,0
1055,0.9398355535407076,0.9501375185996848,0.84890956,0.7078561401173703,0.4359974491745138,0.7981218060435998,1.0,0.8,1
1066,0.5063492927152616,0.5675870310082682,0.4327735,0.8893421307719556,0.6876881240625082,0.4411111111111111,0.0,0.0,0
1068,0.9266268277277,0.968287853822792,0.7696601,0.93217892107277,0.7961255994152681,0.7436492324879421,0.0,0.2,1
1079,0.0360481080793101,0.0614693500666024,0.09575903,5.018461902098227e-07,0.0197472626555893,0.01,0.0,0.0,0
1100,0.7928188579455497,0.8295278561496204,0.69088125,0.1618257849420682,0.3396330083472982,0.5504545454545454,1.0,0.8,1
1102,0.4921983828138818,0.5134213153320581,0.2539943,0.6171806390658452,0.3091828209520809,0.2238831153744753,0.0,0.0,1
1103,0.930763854428029,0.9283251984864324,0.510966,0.7083582031870113,0.6432383559804304,0.6595744680851063,1.0,0.6,1
1134,0.0709623997821018,0.0814299156242909,0.03315404,0.0078680882672504,0.0137815251811791,0.08,0.0,0.2,0
1172,0.0525726517767369,0.2829723346063415,0.067731224,0.0270676165792428,0.2803776182466529,0.04,0.0,0.0,0
1201,0.1386257888107576,0.1976162434392415,0.12529662,3.112785641535048e-05,0.0688716584478626,0.1805138888888888,0.0,0.2,0
1210,0.7734559207416711,0.8692220486133694,0.59078795,0.909295083181724,0.6032359167396028,0.5682081230297108,0.0,0.2,0
1211,0.7088755996808924,0.7860952043461256,0.45719433,0.7880269129472673,0.8731821266707662,0.4025641025641026,0.0,0.2,0
1225,0.0231109525671287,0.0262056657351927,-0.008155647,2.217390062713533e-07,0.0067525560339194,0.07,0.0,0.0,0
1241,0.8390485467656885,0.8630429014930024,0.55644685,0.9458371464422975,0.6577300722270558,0.5600976971985375,0.0,0.2,1
1245,0.1029302921154821,0.1195462889402493,0.117232926,0.001986429376304,0.1776721277862964,0.28,0.0,0.0,0
1250,0.8456892893811513,0.9182148910350236,0.82916075,0.9388427558148308,0.7873146172148741,0.5208333333333334,0.0,0.0,1
1277,0.9232466737283956,0.9599029616023284,0.9250874,0.8813130738937148,0.7557046576619858,0.7624715099715099,1.0,0.6,1
1283,0.9435827974467362,0.9654289484150216,0.8060092,0.6904766544287322,0.8690884397176915,0.8065714285714286,1.0,0.8,1
1290,0.4935414190804442,0.5300167976039013,0.3942346,0.8837770888233725,0.6102975926899865,0.3802127659574468,0.0,0.0,0
1297,0.0508546271776101,0.1198694615038739,0.062468044,0.0010463547495267,0.0086438337460654,0.05307167200329,0.0,0.2,0
1300,0.5884127434412305,0.7618295187385821,0.3523119,0.8906441437138956,0.8808507024636415,0.3548512281278239,0.0,0.0,0
1321,0.143456736274521,0.1445692206736168,0.10389223,0.2637208452317758,0.0353390725018594,0.1469202898791805,0.0,0.0,0
1326,0.7610102530701466,0.8478528178979959,0.57004356,0.6203540066663811,0.3610401604450047,0.5583571758953351,0.0,0.4,0
1361,0.0126192653110263,0.0393922895407853,-0.0657323,0.0033993055623679,0.0017816365226598,0.0308652424602915,0.0,0.0,0
1363,0.5887648867573292,0.7392379383331803,0.4772684,0.8179847907091246,0.4496611496216331,0.3808363903154805,0.0,0.0,0
1374,0.3187953123150617,0.3615389459212539,0.09430094,0.512383951026287,0.1158442383207859,0.232306296071724,0.0,0.2,0
1390,0.9729929925109232,0.979759343728903,1.0850549,0.9234231248370144,0.8730704842422413,0.9340818926870272,1.0,0.8,1
1392,0.388729969266774,0.5697573335223929,0.28474832,0.7285804669928909,0.4375098803636377,0.3194687222983285,0.0,0.0,1
1405,0.8461307630595167,0.9221461378689229,0.582881,0.9142733408898932,0.6631505035107039,0.5214555140319428,0.0,0.4,0
1411,0.5205464162622508,0.7078165832210688,0.38542125,0.2970066533248956,0.1678488368301586,0.4,0.0,0.4,0
1417,0.0178318284627188,0.0285725964224597,0.034456857,1.7839605401796541e-12,0.003663682214884,0.02,0.0,0.0,0
1442,0.0295218474383883,0.0706259465180582,-0.07466886,0.0078319105241049,0.0698677515055448,0.0612733720180528,0.0,0.2,0
1464,0.8012577428072781,0.91323556627303,0.56162906,0.8355250770321567,0.8457031285954606,0.5185833333333334,0.0,0.4,0
1507,0.3110588001548585,0.6482180881962765,0.29416937,0.8792864000426278,0.2988257685863884,0.310188679245283,0.0,0.2,0
1520,0.6501067188213935,0.7384750061652511,0.39534575,0.891262520873757,0.6665626098157251,0.4807442348008386,0.0,0.0,0
1522,0.8159083391362885,0.9138203549101036,0.5175903,0.8434336306368927,0.7343747323681749,0.5671525423728814,0.0,0.4,0
1544,0.1854805611278673,0.3060037378830036,0.118373126,0.0238856062572285,0.0661361188734492,0.2205555555555555,0.0,0.0,0
1564,0.2711587474817382,0.4002994604950158,0.16147132,0.7711633292859353,0.1558306758021009,0.1862997183296608,0.0,0.6,0
1572,0.1703571543987697,0.3692657522076293,0.09911956,0.2359193329353623,0.0585138721635934,0.1639658956705877,0.0,0.4,1
1625,0.2228585028212589,0.245683274753203,0.14486751,6.0647757404772605e-05,0.0995637070423923,0.1573119658119658,0.0,0.2,1
1628,0.5770417729726757,0.6004632144805268,0.19391176,0.3316239651553342,0.2904131663298339,0.4149237384916264,0.0,0.2,0
1647,0.2106312032322758,0.3123385457290019,0.17650396,0.287208326977681,0.1973309486926154,0.2691525423728813,1.0,0.6,0
1651,0.1832806855984182,0.3712930200082032,0.10650675,0.505647191155704,0.1844212724340208,0.0751214387036745,0.0,0.4,0
1658,0.1062779510249836,0.1715325173249872,0.2923339,0.0070820676661608,0.2382188570889684,0.23,0.0,0.2,0
1670,0.3625169135372016,0.5308195543135111,0.40491638,0.0017164839304315,0.4998359606588546,0.3833333333333333,0.0,0.0,0
1684,0.0602486229207014,0.109841355805194,0.12683858,0.00387313529998,0.0274596625732786,0.11,0.0,0.4,0
1702,0.1291578861311956,0.2492684944188025,0.11633987,0.7084602777942314,0.1357056986214951,0.2400827662706628,0.0,0.0,0
1719,0.0079174313612604,0.0137151674190546,-0.04044438,1.8196582423783184e-12,0.0020835460090694,0.0,0.0,0.0,0
1731,0.0481416083244401,0.1222930969772915,0.015253379,0.0060291189308671,0.1267486264292582,0.1001587301587301,0.0,0.0,0
1732,0.3254751200932114,0.2943790467590613,0.28010726,0.4003528010590882,0.173781001024298,0.2697872340425531,0.0,0.2,0
1739,0.4096530655773732,0.6216987843344421,0.49072176,0.404640229475508,0.4375469851065958,0.4579999999999999,1.0,0.6,1
1750,0.5015605534257617,0.5247900879984617,0.40841025,0.4346925955245542,0.0660226943248063,0.1925313230136053,0.0,0.2,0
1759,0.958323887007654,0.9780622012380168,0.9936355,0.9236367708600038,0.8453933946563399,0.8882600472813239,1.0,0.8,1
1774,0.9237267259531826,0.9561561177191628,0.74159396,0.0002945854009908,0.780178987995464,0.6566666666666666,0.0,0.6,1
1797,0.4425875895033186,0.3620517904893553,0.19095477,0.5478886055721177,0.252245780019076,0.3177323576893617,0.0,0.0,0
1803,0.9301630824323583,0.9663567012152324,0.7545496,0.2829175853588824,0.8177573201353681,0.6654282407407408,1.0,0.8,1
1826,0.3362792304531424,0.4974628508619592,0.28728813,0.625521301695463,0.2006531307904737,0.3130497574714442,0.0,0.2,1
1831,0.6076211532315884,0.7283182803071633,0.5404337,0.0005037601303634,0.2239228210756587,0.38,0.0,0.4,1
1880,0.0176752135247818,0.0592210694637202,0.07193213,1.8263164546524226e-12,0.0038240287723264,0.05,0.0,0.0,0
1884,0.8593385164838976,0.8904922301743337,0.6931723,0.3792724093530054,0.4748994468897519,0.588581335046151,0.0,0.8,1
1887,0.0424024154479532,0.1013913893981269,0.027637066,6.473913531242445e-12,0.0097448941239453,0.01,0.0,0.0,0
1890,0.0075441823655932,0.0156161570727731,-0.03049089,2.4960530242706107e-11,0.0047307334966785,0.02,0.0,0.0,0
1895,0.0267852425713233,0.026648458629813,-0.110708475,0.1289696861584482,0.0860245708516024,0.1256072538471744,0.0,0.0,0
1909,0.0079456039780453,0.0132588345964325,-0.048282355,1.347315888374599e-12,0.0011535099300925,0.03,0.0,0.0,0
1919,0.513302652427247,0.61778436086662,0.33765557,0.7085283406797389,0.4414062698570662,0.4044920051845617,0.0,0.0,1
1931,0.8587912600827237,0.8199375044288519,0.6486337,0.6369890825252845,0.4417341709171991,0.5616478696741855,1.0,0.6,0
1939,0.6672816470971342,0.8050534721931815,0.57725793,0.9197473585077984,0.8593877296527551,0.4023614718614718,0.0,0.2,1
1950,0.1043179370888215,0.1271950582898137,0.081533395,0.503332338986491,0.1979648060440757,0.28,0.0,0.6,0
1952,0.0375005934264085,0.0862723723090716,0.051818512,0.2718515292718039,0.0823893847765608,0.003953402347916,0.0,0.4,0
1959,0.3713077972534748,0.5188943212427056,0.2697753,1.6507624598533243e-05,0.1382250293427939,0.4,0.0,0.6,0
1961,0.2169668059681921,0.3705852102024673,0.2038009,0.774840310333587,0.2207353908197769,0.2042768944053274,0.0,0.2,0
1987,0.1639163538103627,0.294685169504924,0.21892513,0.6630876775779232,0.120003122399308,0.2530998722317372,0.0,0.0,0
1992,0.0124630363305913,0.0163827788929152,-0.0025421209,8.802496652884723e-13,0.0019969459238196,0.01,0.0,0.0,0
1999,0.9052988840695648,0.9734158837165232,0.8053229,0.959436027077387,0.8280874871942524,0.7788858429858431,1.0,0.8,1
2010,0.0044594162120003,0.0114950173149893,-0.020046402,5.21885977236768e-13,0.0004624133439564,0.0,0.0,0.0,0
2029,0.644870939073567,0.7670321600356025,0.43970466,0.9446449873202046,0.7760368794035776,0.5406100795755968,0.0,0.2,0
2031,0.495752546455573,0.7656591323987136,0.35537767,0.9236367708600038,0.7787373055996916,0.2666818181818182,0.0,0.0,0
2079,0.8230629194173239,0.9047823159281848,0.74073225,0.9641048358968696,0.5137300322732519,0.522262443438914,0.0,0.0,0
2085,0.6222820921705251,0.7802773065099062,0.5270751,0.9272407330249812,0.8822825442294677,0.542074181666287,0.0,0.4,1
2087,0.8411786846157163,0.8500864023494352,0.4732603,0.8256425130661559,0.5243960106433013,0.5714398084815321,0.0,0.4,1
2092,0.5190406950904444,0.2062300245431458,0.38187066,0.500227987312494,0.205095459808571,0.23322000339,0.0,0.2,0
2108,0.6952053924791612,0.7387443574069351,0.4686116,0.8968066687807735,0.6346709312786076,0.4472301587301587,0.0,0.2,1
2121,0.1494704055768644,0.0840545385804508,0.09027377,0.2216873352864255,0.0366207190986454,0.1714124668435013,0.0,0.0,0
2122,0.8799338731618896,0.8674716043998587,0.7863228,0.3014303451877013,0.312413974823381,0.5756910569105691,0.0,0.8,1
2123,0.02422645039358,0.0374371776669025,0.051911738,0.0026467866934681,0.0066564053866337,0.0648410244481939,0.0,0.0,0
2131,0.0541923876690712,0.2385934102228717,0.016603723,0.0182808967633696,0.0510422375981528,0.0525,0.0,0.2,1
2144,0.8057864366942163,0.7945612888920328,0.399498,0.4207703941378261,0.1016756222781727,0.5220472018594672,0.0,0.2,1
2158,0.3029428999713583,0.3618129773707215,0.15943326,0.6348990877276434,0.3404712037284252,0.3042899267122435,0.0,0.0,1
2164,0.0264994706230529,0.0276931963798576,-0.058674417,0.0030377294868901,0.0141264423592499,0.080188679245283,0.0,0.4,0
2176,0.6899533685251646,0.706730354132791,0.38215232,0.760801828412106,0.3457250226110747,0.3831226392919902,0.0,0.2,0
2189,0.4574285679713417,0.5308135453226013,0.30391145,0.367896673069272,0.2830397786736777,0.28,0.0,0.4,0
2201,0.1540744045875818,0.1655020544313938,0.2236071,0.0062706333040234,0.0311363254830038,0.1107142857142857,0.0,0.0,0
2212,0.0374232470418229,0.0320943521444207,0.0644833,9.26528395637462e-12,0.0162058068871962,0.0,0.0,0.0,0
2224,0.835351873187027,0.8415039783536978,0.59155315,0.9259209137387964,0.8310564630870976,0.5884999839852781,0.0,0.2,0
2232,0.1196801725250802,0.179126654039633,0.0700566,2.2128908221293958e-08,0.1373133779406975,0.19,0.0,0.0,0
2237,0.8408702043140197,0.9118936700899656,0.6495113,0.4611408377796154,0.3161562867872465,0.5953015350877193,1.0,0.4,1
2254,0.3626488201551142,0.4652093540449526,0.34029692,0.7902158306227529,0.7153473542968228,0.25,0.0,0.0,0
2256,0.6430445969618793,0.7406058424981294,0.4541801,0.9530871660682766,0.8394194120032269,0.4191471024919929,0.0,0.0,0
2271,0.5264211386443691,0.5475113357762613,0.58503383,0.3302988146120151,0.184102191834278,0.32,1.0,0.8,0
2275,0.0230741839140295,0.0199347832666695,0.030932097,0.000790503337324,0.0044038145918455,0.0906227180527383,0.0,0.2,0
2290,0.1519362065108175,0.1363056340773666,0.16848917,0.6973141968242245,0.2169887518170259,0.1604043600562587,0.0,0.0,0
2297,0.3511424139508731,0.3239309515365989,0.1802117,0.6693538608585383,0.2108990648767065,0.1261470263219647,0.0,0.4,1
2317,0.2668137271664461,0.3114411203139599,0.119564906,0.5018644828665115,0.1870445499122947,0.2099951747109888,0.0,0.0,0
2330,0.0523398705600246,0.1747952776832582,0.1145465,0.167097364493661,0.1324691204854791,0.0817818090206012,0.0,0.0,0
2331,0.9686263282962496,0.9886769463049796,1.0739101,0.9190485015555632,0.8584207245816936,0.8668064448920839,1.0,0.6,1
2345,0.8162547137289217,0.8053074869158674,0.6516485,0.5118408658374458,0.3286839736268606,0.4784260363472651,1.0,0.2,1
2355,0.0052400546539717,0.0059998533684245,-0.045881297,1.764582954371815e-09,0.0009506239660494,0.0114285714285714,0.0,0.0,0
2390,0.2198865306846579,0.2003350596464491,0.11368895,0.2483230485159817,0.113970685274889,0.2385218099158412,0.0,0.0,0
2402,0.9071632359771036,0.9554546083558302,0.9487949,0.6794401875055841,0.4712138428007689,0.58,1.0,0.6,1
