id,predicted_xgb
860.0,0.06454348
862.0,0.041245166
863.0,-0.0625184
866.0,-0.05900474
867.0,0.1755925
870.0,0.1386758
871.0,0.013898444
873.0,0.45402005
876.0,0.25139016
878.0,0.40953416
883.0,0.019929033
884.0,0.41085595
887.0,0.00518346
888.0,0.52551174
891.0,0.019875588
893.0,0.10411249
895.0,0.8891342
897.0,0.06392746
900.0,0.12930024
904.0,0.18197791
905.0,-0.061010506
908.0,0.04187197
913.0,0.09794801
914.0,0.0030554668
920.0,0.9626854
921.0,0.043977134
924.0,0.0028787758
925.0,-0.041234497
927.0,-0.028764207
931.0,0.65216297
936.0,0.026281329
937.0,0.023991346
939.0,0.47234094
943.0,0.64408636
945.0,0.18781385
947.0,0.06447273
948.0,0.050459724
949.0,-0.002029032
950.0,0.65923524
951.0,0.43770373
952.0,0.05461196
954.0,-0.0262958
957.0,0.54463506
963.0,0.072272465
966.0,0.06419966
967.0,0.07462816
971.0,0.35503834
973.0,0.43822357
975.0,-0.050005164
977.0,0.1569024
980.0,0.07169795
983.0,0.086603224
987.0,0.78477305
988.0,0.5593057
991.0,0.102623746
993.0,0.0062290984
994.0,0.26644742
995.0,0.06711686
997.0,0.4741115
998.0,0.5013731
999.0,0.33460808
1001.0,0.8868916
1002.0,0.04884735
1005.0,0.7603446
1008.0,0.045232896
1009.0,0.060397487
1011.0,-0.01569536
1014.0,0.09109644
1015.0,0.4019111
1016.0,0.11702079
1017.0,0.114822894
1018.0,0.14615205
1021.0,0.15823996
1032.0,0.039986137
1035.0,0.10300209
1036.0,0.06977422
1037.0,0.24842429
1038.0,0.41181844
1039.0,0.43956512
1040.0,-0.12305868
1041.0,0.020290008
1043.0,0.1767031
1044.0,0.020332292
1049.0,-0.021843035
1050.0,-0.047076892
1055.0,0.84890956
1056.0,0.015722215
1058.0,0.08324748
1060.0,-0.053860806
1064.0,0.09586226
1066.0,0.4327735
1067.0,0.082953155
1068.0,0.7696601
1071.0,0.093611695
1074.0,0.06824129
1077.0,-0.06912056
1078.0,0.34261796
1079.0,0.09575903
1080.0,0.11478117
1087.0,0.10585382
1090.0,0.120999776
1095.0,0.08895995
1098.0,0.016790373
1099.0,0.102054596
1100.0,0.69088125
1102.0,0.2539943
1103.0,0.510966
1104.0,0.11696189
1107.0,0.06688909
1109.0,0.9219387
1112.0,0.2098304
1113.0,-0.022730472
1115.0,-0.0024399348
1117.0,0.6123184
1118.0,0.20450579
1121.0,0.012141759
1122.0,0.0009874132
1123.0,0.263086
1126.0,0.041267075
1129.0,0.5005294
1134.0,0.03315404
1138.0,0.14913821
1142.0,0.09672462
1143.0,0.07245289
1144.0,0.1304056
1147.0,0.07699568
1148.0,0.060279313
1150.0,0.2441206
1152.0,0.07263775
1153.0,0.06402539
1155.0,0.8307424
1156.0,0.051228873
1160.0,-0.04801896
1161.0,-0.010465114
1162.0,0.6604386
1163.0,-0.039684635
1164.0,0.10785304
1165.0,-0.08284724
1166.0,-0.028566467
1167.0,0.09658102
1168.0,0.09972734
1169.0,0.08965501
1172.0,0.067731224
1178.0,0.1382018
1179.0,0.07789746
1182.0,0.1160002
1184.0,0.027920298
1185.0,0.107708134
1186.0,0.046718575
1191.0,0.0056608203
1193.0,0.008353015
1198.0,-0.018775007
1199.0,0.17027032
1200.0,0.5907794
1201.0,0.12529662
1202.0,0.0071109966
1205.0,0.07672327
1210.0,0.59078795
1211.0,0.45719433
1218.0,0.13431737
1220.0,0.09758102
1224.0,0.04486376
1225.0,-0.008155647
1226.0,0.551964
1229.0,0.06923871
1233.0,0.115253225
1238.0,0.027846523
1240.0,0.092574276
1241.0,0.55644685
1245.0,0.117232926
1250.0,0.82916075
1252.0,0.2280277
1255.0,0.41861284
1265.0,0.6066162
1266.0,0.079470165
1269.0,0.061848644
1271.0,0.120548755
1277.0,0.9250874
1283.0,0.8060092
1289.0,0.7049109
1290.0,0.3942346
1292.0,0.45900336
1295.0,0.18169974
1297.0,0.062468044
1300.0,0.3523119
1303.0,0.1525237
1306.0,0.14797077
1307.0,-0.095749795
1310.0,0.08349333
1311.0,-0.02066806
1313.0,0.010879717
1315.0,0.0008444013
1318.0,-0.019580744
1319.0,0.1098032
1320.0,0.03726686
1321.0,0.10389223
1324.0,0.043224186
1326.0,0.57004356
1328.0,0.13818672
1335.0,-0.0050716847
1336.0,0.07720981
1338.0,0.10664365
1341.0,0.087158136
1345.0,0.020015331
1346.0,0.16221717
1347.0,0.5926513
1348.0,1.0066513
1352.0,-0.0009202891
1354.0,0.07757177
1355.0,0.058359064
1356.0,0.559155
1360.0,0.07437833
1361.0,-0.0657323
1363.0,0.4772684
1370.0,0.08575129
1371.0,-0.016313015
1374.0,0.09430094
1379.0,0.062377043
1382.0,0.053401858
1383.0,0.060350023
1389.0,0.0007815175
1390.0,1.0850549
1392.0,0.28474832
1394.0,0.016092326
1396.0,0.0560046
1398.0,0.08134562
1400.0,0.034973137
1401.0,0.25849587
1402.0,0.102817394
1405.0,0.582881
1408.0,-0.009268542
1409.0,0.20422599
1410.0,0.04646513
1411.0,0.38542125
1412.0,0.25500202
1415.0,0.030747332
1416.0,0.11841933
1417.0,0.034456857
1421.0,-0.13378578
1423.0,0.03373892
1424.0,0.040836133
1426.0,0.18295884
1427.0,0.60563004
1428.0,-0.0740043
1429.0,1.04082
1431.0,0.09060055
1435.0,0.032033175
1436.0,0.0149032865
1437.0,0.45873842
1439.0,-0.000531796
1442.0,-0.07466886
1444.0,0.0346707
1446.0,0.24794865
1447.0,0.15731426
1449.0,0.046676148
1452.0,0.99408615
1456.0,0.08637378
1460.0,0.6362699
1461.0,-0.04141656
1462.0,-0.02631488
1463.0,0.21128374
1464.0,0.56162906
1465.0,-0.009237319
1466.0,0.6603639
1467.0,0.10833546
1468.0,0.21847618
1470.0,0.7239452
1471.0,0.03125311
1476.0,0.24887332
1477.0,0.14869155
1478.0,-0.038422707
1479.0,0.24464591
1481.0,0.09275723
1485.0,0.50778365
1486.0,-0.016974967
1487.0,0.01103365
1491.0,0.68958074
1493.0,0.145866
1494.0,0.030574385
1495.0,0.0398799
1496.0,0.23262313
1497.0,-0.0017874689
1498.0,-0.0004984074
1503.0,0.24150926
1507.0,0.29416937
1508.0,0.005176246
1509.0,0.059607826
1513.0,0.14178835
1515.0,0.010647732
1516.0,0.043135364
1517.0,1.0069687
1518.0,0.0492432
1520.0,0.39534575
1521.0,-0.047074042
1522.0,0.5175903
1523.0,0.06670711
1524.0,0.07490492
1525.0,0.04652342
1526.0,0.30670443
1527.0,0.18057542
1538.0,0.012292132
1542.0,-0.047507454
1544.0,0.118373126
1547.0,0.0013205376
1548.0,0.032127343
1551.0,0.22487739
1552.0,0.17199355
1558.0,0.17852062
1559.0,0.13159226
1560.0,0.13256514
1561.0,0.03708301
1562.0,0.19034664
1563.0,0.05062565
1564.0,0.16147132
1565.0,0.16086756
1566.0,0.22727677
1569.0,0.038947716
1570.0,-0.002898033
1571.0,0.23891363
1572.0,0.09911956
1576.0,0.057485815
1577.0,0.11027251
1579.0,0.5023482
1580.0,0.095261775
1581.0,0.08675479
1582.0,0.12825233
1589.0,0.05186312
1596.0,0.12530047
1597.0,-0.07930487
1600.0,0.06950842
1601.0,0.8672638
1603.0,0.16913432
1605.0,0.01186503
1615.0,0.4278158
1616.0,0.027445871
1619.0,0.056461357
1621.0,0.029856294
1623.0,0.08885386
1624.0,0.05969758
1625.0,0.14486751
1626.0,0.21006466
1628.0,0.19391176
1633.0,0.2342294
1637.0,0.09856029
1638.0,0.16980718
1643.0,0.4680401
1647.0,0.17650396
1649.0,0.06879093
1651.0,0.10650675
1653.0,-0.052215345
1656.0,0.14610283
1657.0,0.18595198
1658.0,0.2923339
1662.0,0.23348583
1664.0,0.19320533
1668.0,0.028583203
1669.0,0.027666733
1670.0,0.40491638
1672.0,-0.004046426
1675.0,0.57356375
1677.0,0.28933382
1678.0,0.08700169
1683.0,0.20265402
1684.0,0.12683858
1690.0,0.5472791
1698.0,0.10728321
1701.0,0.46991935
1702.0,0.11633987
1703.0,0.09960024
1705.0,0.49302158
1706.0,-0.0124558825
1708.0,0.10907217
1710.0,0.021624159
1712.0,0.8157155
1716.0,0.5187441
1718.0,0.058535736
1719.0,-0.04044438
1721.0,0.08188314
1722.0,0.14190803
1724.0,0.06260265
1726.0,0.13888587
1729.0,0.29438818
1731.0,0.015253379
1732.0,0.28010726
1734.0,-0.052017286
1736.0,0.021866117
1739.0,0.49072176
1742.0,0.08985243
1745.0,0.048039928
1750.0,0.40841025
1752.0,0.18188332
1759.0,0.9936355
1760.0,0.028411333
1761.0,0.17236872
1762.0,0.010156956
1763.0,-0.047406442
1766.0,0.6992515
1767.0,0.066380315
1768.0,0.023514375
1769.0,0.035603516
1770.0,-0.035428356
1772.0,-0.038258705
1774.0,0.74159396
1780.0,0.0996996
1781.0,0.5411229
1789.0,-0.02789541
1791.0,-0.01833738
1796.0,0.13762167
1797.0,0.19095477
1798.0,0.02616169
1803.0,0.7545496
1806.0,0.57821333
1809.0,0.016324995
1813.0,0.74953467
1814.0,0.19429512
1815.0,0.07814532
1818.0,0.07946579
1819.0,0.15099092
1825.0,0.99906135
1826.0,0.28728813
1827.0,0.60640556
1831.0,0.5404337
1834.0,0.14807375
1836.0,0.08450976
1845.0,0.16158411
1850.0,0.012163954
1851.0,-0.05953744
1852.0,0.24126382
1855.0,0.3106391
1856.0,0.073961236
1858.0,0.005022928
1859.0,-0.033113036
1871.0,0.008009046
1873.0,0.03933176
1875.0,0.016329803
1880.0,0.07193213
1884.0,0.6931723
1886.0,0.14859687
1887.0,0.027637066
1890.0,-0.03049089
1891.0,0.17391543
1893.0,0.10267318
1895.0,-0.110708475
1900.0,0.20393577
1903.0,0.13845582
1905.0,0.048597053
1909.0,-0.048282355
1911.0,0.13872068
1912.0,0.20174468
1915.0,0.31164747
1919.0,0.33765557
1925.0,-0.08388857
1927.0,0.16112767
1930.0,-0.022772064
1931.0,0.6486337
1933.0,-0.043499988
1935.0,0.022224141
1939.0,0.57725793
1942.0,0.75681704
1950.0,0.081533395
1951.0,0.017203245
1952.0,0.051818512
1953.0,0.27837625
1955.0,0.5857098
1958.0,0.08060917
1959.0,0.2697753
1961.0,0.2038009
1962.0,0.10762352
1967.0,0.08506676
1968.0,0.12884374
1969.0,0.0012640184
1970.0,0.0022131365
1973.0,0.08135343
1975.0,0.15253702
1976.0,0.14730042
1980.0,0.011616802
1987.0,0.21892513
1988.0,0.050619956
1990.0,0.58073324
1992.0,-0.0025421209
1995.0,0.0515044
1996.0,0.02157763
1997.0,0.47780505
1999.0,0.8053229
2000.0,-0.062080164
2001.0,0.07168395
2002.0,0.1521925
2003.0,0.036911394
2004.0,0.124964364
2008.0,0.122833595
2010.0,-0.020046402
2015.0,-0.0056715435
2020.0,0.11045089
2023.0,-0.037130516
2025.0,0.12243243
2027.0,0.6941967
2028.0,0.09905576
2029.0,0.43970466
2030.0,0.11077472
2031.0,0.35537767
2032.0,0.059264876
2041.0,0.04403316
2046.0,-0.04678384
2055.0,0.06418448
2056.0,-0.03512084
2057.0,0.18243042
2058.0,0.09508731
2059.0,-0.03525306
2060.0,0.41412592
2062.0,0.04390854
2064.0,0.17500584
2065.0,0.6864082
2066.0,0.08633264
2071.0,0.10434395
2072.0,0.18458958
2078.0,0.05029077
2079.0,0.74073225
2085.0,0.5270751
2086.0,0.048806693
2087.0,0.4732603
2089.0,0.02093896
2092.0,0.38187066
2093.0,-0.026176613
2094.0,0.10744639
2096.0,0.008075553
2097.0,0.14099059
2103.0,0.26244384
2104.0,0.10700331
2108.0,0.4686116
2111.0,0.4389952
2112.0,-0.03670632
2113.0,0.055737413
2117.0,0.043666806
2119.0,0.040382117
2120.0,-0.041741714
2121.0,0.09027377
2122.0,0.7863228
2123.0,0.051911738
2124.0,0.23250343
2126.0,-0.13032472
2130.0,-0.013823021
2131.0,0.016603723
2134.0,0.5591427
2138.0,0.118699916
2139.0,0.051983908
2142.0,0.42618755
2143.0,0.0073604183
2144.0,0.399498
2148.0,0.1438987
2149.0,0.507617
2150.0,0.09279282
2154.0,0.116045706
2155.0,0.028221909
2158.0,0.15943326
2164.0,-0.058674417
2165.0,0.08780814
2166.0,-0.004988853
2169.0,0.14341988
2173.0,0.007885602
2174.0,0.036036875
2176.0,0.38215232
2181.0,0.08667099
2182.0,-0.028503705
2183.0,0.11303462
2186.0,0.005624946
2187.0,0.07544342
2188.0,0.012168105
2189.0,0.30391145
2193.0,0.185553
2195.0,0.17685431
2198.0,0.06660148
2201.0,0.2236071
2206.0,0.09753742
2208.0,0.18999693
2209.0,0.12450152
2211.0,0.19588321
2212.0,0.0644833
2214.0,0.45150265
2215.0,0.08053654
2217.0,-0.011886946
2219.0,0.32238328
2223.0,0.12978663
2224.0,0.59155315
2225.0,0.02153346
2227.0,0.07274654
2228.0,-0.0053402577
2230.0,0.09914184
2231.0,0.13818142
2232.0,0.0700566
2234.0,0.19566783
2235.0,0.035564266
2236.0,-0.026976211
2237.0,0.6495113
2238.0,-0.024545765
2239.0,-0.0042784605
2240.0,0.50244325
2241.0,0.033348545
2244.0,0.6174931
2245.0,0.96037287
2253.0,0.069885775
2254.0,0.34029692
2256.0,0.4541801
2260.0,0.15923345
2263.0,0.009257586
2265.0,0.09246545
2266.0,0.09186017
2267.0,0.01537526
2268.0,0.028647197
2271.0,0.58503383
2274.0,0.15170059
2275.0,0.030932097
2279.0,0.23938611
2280.0,0.14683296
2281.0,0.07809397
2284.0,0.10106783
2287.0,0.2172817
2290.0,0.16848917
2291.0,-0.01963417
2297.0,0.1802117
2299.0,0.5170126
2300.0,0.05337991
2303.0,0.10060297
2307.0,0.29556015
2309.0,0.5516432
2311.0,-0.08789802
2312.0,0.18130063
2315.0,0.011293305
2317.0,0.119564906
2318.0,0.13951203
2322.0,0.2660076
2323.0,0.17301476
2325.0,0.5419995
2326.0,-0.022220854
2330.0,0.1145465
2331.0,1.0739101
2332.0,0.08337037
2335.0,0.08495755
2336.0,0.64818907
2337.0,0.16355613
2340.0,-0.02454941
2342.0,0.13361277
2344.0,0.3210558
2345.0,0.6516485
2348.0,0.042434
2351.0,0.7181129
2355.0,-0.045881297
2358.0,0.117639676
2360.0,0.25992182
2361.0,0.5957746
2364.0,-0.005118806
2365.0,0.14110719
2368.0,0.20362516
2373.0,-0.0028385313
2374.0,0.0077411085
2379.0,0.13564706
2381.0,0.08272458
2382.0,0.41459385
2383.0,0.17285773
2384.0,0.047918003
2385.0,0.07002304
2386.0,0.4828224
2387.0,0.0676481
2390.0,0.11368895
2391.0,0.14960654
2397.0,0.012590004
2399.0,0.18267983
2400.0,0.11704286
2402.0,0.9487949
2403.0,0.4749613
2405.0,0.26627243
2406.0,0.79311055
2408.0,0.0046022884
2412.0,0.10245707
2413.0,0.013834605
2418.0,-0.006136303
2419.0,-0.020685298
2421.0,-0.018570302
2424.0,0.15764642
2427.0,0.20229822
2429.0,0.07166661
2432.0,0.04519162
2434.0,0.19667128
2435.0,0.1862757
2436.0,0.0042275833
2437.0,0.040637907
2439.0,0.17941935
2440.0,0.09763491
2441.0,0.049644362
2442.0,0.043311574
2443.0,0.1154531
2451.0,0.57636917
2452.0,0.013850285
2453.0,-0.01939344
2455.0,0.00907416
2458.0,-0.05413064
2460.0,0.19869396
2461.0,0.1179293
2465.0,0.1661916
2467.0,0.017775185
2472.0,0.25713038
2478.0,0.07550604
2480.0,0.23859821
2481.0,0.9309263
2487.0,0.20242824
2490.0,0.23795077
2491.0,0.2486862
2498.0,0.024451654
2499.0,0.07666844
2500.0,0.65714157
2501.0,0.7710728
2506.0,0.36246017
2507.0,0.5870736
2512.0,0.43475798
2513.0,0.12378125
2517.0,0.008438356
2518.0,-0.05791539
2519.0,0.047787633
2522.0,0.095628895
2526.0,0.07911467
2528.0,1.2593378
2532.0,0.1790608
2536.0,0.1234013
2538.0,0.022114966
2540.0,0.12443053
2542.0,0.082187526
2545.0,0.08108358
2548.0,0.14431226
2549.0,-0.07265441
2552.0,0.2123774
2557.0,0.14954865
2558.0,0.9491582
2559.0,0.9498221
2561.0,0.08583513
2566.0,-0.011918372
2567.0,-0.0426717
2570.0,0.24951355
2571.0,0.09512184
2573.0,0.2190766
2574.0,0.57431763
2577.0,0.47396883
2579.0,0.47503975
2580.0,-0.0027265456
2583.0,0.06190614
2587.0,0.14319275
2589.0,0.15465884
2590.0,0.47243372
2591.0,0.2459631
2593.0,0.08568945
2594.0,0.17792702
2596.0,0.09743015
2602.0,0.599808
2603.0,0.13457587
2607.0,-0.0006975548
2608.0,0.08403753
2610.0,-0.016032232
2611.0,0.0064931978
2612.0,0.11414772
2613.0,0.13605861
2616.0,0.5618419
2623.0,-0.09164039
2624.0,0.55445474
2637.0,0.11089714
2638.0,-0.008860416
2639.0,0.47408056
2641.0,0.67232066
2642.0,0.55179036
2646.0,0.16665831
2648.0,0.18608367
2649.0,0.31331465
2650.0,0.580282
2652.0,0.051881965
2653.0,1.10926
2655.0,0.9429278
2657.0,0.052948084
2658.0,0.06754501
2660.0,-0.012667869
2661.0,0.19379371
2662.0,0.49543908
2664.0,0.08119547
2665.0,0.03500079
2666.0,0.04562598
2670.0,0.037236128
2671.0,0.09994968
2673.0,0.02762689
2674.0,0.0547271
2675.0,0.9721409
2677.0,0.025663933
2686.0,0.100094914
2691.0,0.23405871
2692.0,0.45841482
2694.0,0.13331339
2697.0,0.0819477
2699.0,-0.059873004
2702.0,0.16483599
2707.0,-0.0316621
2708.0,0.008459382
2714.0,0.8510391
2718.0,0.017425647
2720.0,0.045948274
2722.0,0.2032075
2723.0,0.07768112
2724.0,0.22156008
2726.0,0.08810467
2727.0,-0.018255644
2728.0,0.105234586
2730.0,0.020727927
2731.0,0.019711837
2740.0,0.15331623
2741.0,0.1858015
2742.0,0.98400176
2744.0,-0.077209786
2746.0,0.13340755
2750.0,0.7745039
2752.0,0.026328916
2753.0,0.06304194
2755.0,0.6030543
2756.0,0.5779137
2757.0,-0.05043273
2758.0,-0.06992548
2759.0,0.4943989
2760.0,0.038994968
2761.0,0.11405321
2762.0,0.3880881
2766.0,0.095850416
2767.0,0.14718845
2768.0,0.04743598
2773.0,1.0674242
2774.0,-0.021955479
2775.0,0.003241947
2776.0,0.14859776
2777.0,0.57443446
2778.0,0.039917197
2779.0,0.041358843
2781.0,0.044990886
2784.0,0.31856737
2786.0,-0.01967808
2788.0,-0.026755506
2790.0,0.20540076
2795.0,-0.07179096
2799.0,0.04658192
2801.0,0.13666153
2803.0,0.19568743
2807.0,0.00925817
2809.0,0.09224811
2811.0,-0.058021527
2816.0,0.15963617
2818.0,0.05332821
2820.0,-0.04004539
2824.0,-0.012449733
2825.0,0.027852565
2826.0,0.5384784
2830.0,0.16435564
2832.0,0.4694937
2834.0,-0.08743475
2835.0,0.021225646
2837.0,0.7748414
2838.0,0.0047276076
2840.0,0.48571372
2842.0,0.20670784
2846.0,-0.028216137
2849.0,0.8949619
2853.0,0.63988066
2854.0,0.62432337
2855.0,0.060695093
2856.0,0.10649238
2857.0,0.49802154
2858.0,0.048762813
2859.0,-0.035897616
2860.0,0.6709327
2866.0,0.527135
2867.0,0.103926994
2872.0,0.7062852
2879.0,0.16047713
2881.0,-0.02140243
2882.0,-0.009853405
2883.0,-0.08740016
2886.0,0.06114791
2889.0,-0.067503415
2890.0,0.36473793
2893.0,0.08610493
2895.0,0.97660816
2900.0,-0.007251585
2903.0,0.37192732
2907.0,0.065899074
2909.0,-0.0043454906
2914.0,0.0067974986
2916.0,-0.016274098
2917.0,-0.023434728
2918.0,0.17826906
2920.0,0.67060673
2922.0,0.3047982
2925.0,0.039281707
2926.0,0.2737415
2930.0,0.21880823
2931.0,0.14760251
2932.0,0.026562938
2933.0,-0.013983737
2936.0,0.032835677
2937.0,0.17585304
2938.0,0.4890591
2939.0,0.030004842
2946.0,0.18134136
2947.0,0.012862789
2949.0,0.8989688
2950.0,-0.0005967226
2955.0,0.38078785
2956.0,-0.03957349
2957.0,0.5440272
2960.0,0.16832726
2965.0,0.0014936884
2967.0,1.0792646
2968.0,-0.11918707
2969.0,0.72188896
2972.0,0.10209911
2973.0,0.7892274
2985.0,0.47234604
2987.0,0.57078916
