id,predicted_svc
737.0,0.0
738.0,0.0
739.0,0.0
740.0,0.0
741.0,0.0
747.0,0.0
755.0,0.0
757.0,0.0
759.0,0.0
760.0,0.0
761.0,0.0
765.0,1.0
766.0,0.0
767.0,1.0
768.0,0.0
769.0,0.0
770.0,0.0
771.0,0.0
772.0,0.0
775.0,0.0
776.0,0.0
777.0,0.0
780.0,0.0
782.0,0.0
783.0,0.0
785.0,0.0
789.0,0.0
790.0,0.0
793.0,0.0
794.0,1.0
796.0,0.0
797.0,0.0
798.0,0.0
799.0,1.0
800.0,0.0
804.0,0.0
808.0,0.0
809.0,0.0
811.0,0.0
812.0,0.0
814.0,0.0
816.0,0.0
818.0,1.0
820.0,0.0
821.0,0.0
822.0,0.0
829.0,0.0
832.0,0.0
834.0,0.0
838.0,1.0
840.0,0.0
842.0,0.0
843.0,0.0
844.0,0.0
846.0,0.0
847.0,0.0
850.0,0.0
851.0,0.0
853.0,0.0
854.0,0.0
855.0,0.0
857.0,0.0
860.0,0.0
862.0,0.0
863.0,0.0
866.0,0.0
867.0,0.0
870.0,0.0
871.0,0.0
873.0,0.0
876.0,0.0
878.0,0.0
883.0,0.0
884.0,0.0
887.0,0.0
888.0,0.0
891.0,0.0
893.0,0.0
895.0,1.0
897.0,0.0
900.0,0.0
904.0,0.0
905.0,0.0
908.0,0.0
913.0,0.0
914.0,0.0
920.0,0.0
921.0,0.0
924.0,0.0
925.0,0.0
927.0,0.0
931.0,0.0
936.0,0.0
937.0,0.0
939.0,0.0
943.0,1.0
945.0,0.0
947.0,0.0
948.0,0.0
949.0,0.0
950.0,0.0
951.0,0.0
952.0,0.0
954.0,0.0
957.0,1.0
963.0,0.0
966.0,0.0
967.0,0.0
971.0,0.0
973.0,0.0
975.0,0.0
977.0,0.0
980.0,0.0
983.0,0.0
987.0,1.0
988.0,0.0
991.0,0.0
993.0,0.0
994.0,0.0
995.0,0.0
997.0,0.0
998.0,1.0
999.0,1.0
1001.0,1.0
1002.0,0.0
1005.0,0.0
1008.0,0.0
1009.0,0.0
1011.0,0.0
1014.0,0.0
1015.0,0.0
1016.0,0.0
1017.0,0.0
1018.0,0.0
1021.0,0.0
1032.0,0.0
1035.0,0.0
1036.0,0.0
1037.0,0.0
1038.0,0.0
1039.0,0.0
1040.0,0.0
1041.0,0.0
1043.0,0.0
1044.0,0.0
1049.0,0.0
1050.0,0.0
1055.0,1.0
1056.0,0.0
1058.0,0.0
1060.0,1.0
1064.0,0.0
1066.0,0.0
1067.0,0.0
1068.0,0.0
1071.0,0.0
1074.0,0.0
1077.0,0.0
1078.0,0.0
1079.0,0.0
1080.0,0.0
1087.0,0.0
1090.0,0.0
1095.0,0.0
1098.0,0.0
1099.0,0.0
1100.0,1.0
1102.0,0.0
1103.0,1.0
1104.0,0.0
1107.0,0.0
1109.0,1.0
1112.0,0.0
1113.0,0.0
1115.0,0.0
1117.0,1.0
1118.0,0.0
1121.0,0.0
1122.0,0.0
1123.0,0.0
1126.0,0.0
1129.0,0.0
1134.0,0.0
1138.0,0.0
1142.0,0.0
1143.0,0.0
1144.0,0.0
1147.0,0.0
1148.0,0.0
1150.0,0.0
1152.0,0.0
1153.0,0.0
1155.0,1.0
1156.0,0.0
1160.0,0.0
1161.0,0.0
1162.0,1.0
1163.0,0.0
1164.0,0.0
1165.0,0.0
1166.0,0.0
1167.0,0.0
1168.0,0.0
1169.0,0.0
1172.0,0.0
1178.0,0.0
1179.0,0.0
1182.0,0.0
1184.0,0.0
1185.0,0.0
1186.0,0.0
1191.0,0.0
1193.0,0.0
1198.0,0.0
1199.0,0.0
1200.0,1.0
1201.0,0.0
1202.0,0.0
1205.0,0.0
1210.0,0.0
1211.0,0.0
1218.0,0.0
1220.0,0.0
1224.0,0.0
1225.0,0.0
1226.0,0.0
1229.0,0.0
1233.0,0.0
1238.0,0.0
1240.0,0.0
1241.0,0.0
1245.0,0.0
1250.0,0.0
1252.0,1.0
1255.0,0.0
1265.0,0.0
1266.0,0.0
1269.0,0.0
1271.0,0.0
1277.0,1.0
1283.0,1.0
1289.0,0.0
1290.0,0.0
1292.0,0.0
1295.0,0.0
1297.0,0.0
1300.0,0.0
1303.0,0.0
1306.0,0.0
1307.0,0.0
1310.0,0.0
1311.0,0.0
1313.0,0.0
1315.0,0.0
1318.0,0.0
1319.0,0.0
1320.0,0.0
1321.0,0.0
1324.0,0.0
1326.0,0.0
1328.0,0.0
1335.0,0.0
1336.0,0.0
1338.0,0.0
1341.0,0.0
1345.0,0.0
1346.0,0.0
1347.0,0.0
1348.0,0.0
1352.0,0.0
1354.0,0.0
1355.0,0.0
1356.0,0.0
1360.0,0.0
1361.0,0.0
1363.0,0.0
1370.0,0.0
1371.0,0.0
1374.0,0.0
1379.0,0.0
1382.0,0.0
1383.0,0.0
1389.0,0.0
1390.0,1.0
1392.0,0.0
1394.0,0.0
1396.0,0.0
1398.0,0.0
1400.0,0.0
1401.0,0.0
1402.0,0.0
1405.0,0.0
1408.0,0.0
1409.0,0.0
1410.0,0.0
1411.0,0.0
1412.0,1.0
1415.0,0.0
1416.0,0.0
1417.0,0.0
1421.0,0.0
1423.0,0.0
1424.0,0.0
1426.0,0.0
1427.0,0.0
1428.0,0.0
1429.0,1.0
1431.0,0.0
1435.0,0.0
1436.0,1.0
1437.0,0.0
1439.0,0.0
1442.0,0.0
1444.0,0.0
1446.0,0.0
1447.0,0.0
1449.0,0.0
1452.0,1.0
1456.0,0.0
1460.0,0.0
1461.0,0.0
1462.0,1.0
1463.0,0.0
1464.0,0.0
1465.0,0.0
1466.0,1.0
1467.0,0.0
1468.0,0.0
1470.0,1.0
1471.0,0.0
1476.0,0.0
1477.0,0.0
1478.0,0.0
1479.0,0.0
1481.0,0.0
1485.0,0.0
1486.0,0.0
1487.0,0.0
1491.0,0.0
1493.0,0.0
1494.0,0.0
1495.0,0.0
1496.0,0.0
1497.0,0.0
1498.0,0.0
1503.0,0.0
1507.0,0.0
1508.0,0.0
1509.0,0.0
1513.0,0.0
1515.0,0.0
1516.0,0.0
1517.0,1.0
1518.0,0.0
1520.0,0.0
1521.0,0.0
1522.0,0.0
1523.0,0.0
1524.0,0.0
1525.0,0.0
1526.0,0.0
1527.0,0.0
1538.0,0.0
1542.0,0.0
1544.0,0.0
1547.0,0.0
1548.0,0.0
1551.0,0.0
1552.0,0.0
1558.0,0.0
1559.0,0.0
1560.0,0.0
1561.0,0.0
1562.0,0.0
1563.0,0.0
1564.0,0.0
1565.0,0.0
1566.0,0.0
1569.0,0.0
1570.0,0.0
1571.0,0.0
1572.0,0.0
1576.0,0.0
1577.0,0.0
1579.0,0.0
1580.0,0.0
1581.0,0.0
1582.0,0.0
1589.0,0.0
1596.0,0.0
1597.0,0.0
1600.0,0.0
1601.0,1.0
1603.0,0.0
1605.0,0.0
1615.0,1.0
1616.0,0.0
1619.0,0.0
1621.0,0.0
1623.0,0.0
1624.0,0.0
1625.0,0.0
1626.0,1.0
1628.0,0.0
1633.0,0.0
1637.0,0.0
1638.0,0.0
1643.0,1.0
1647.0,1.0
1649.0,0.0
1651.0,0.0
1653.0,0.0
1656.0,0.0
1657.0,0.0
1658.0,0.0
1662.0,0.0
1664.0,0.0
1668.0,0.0
1669.0,0.0
1670.0,0.0
1672.0,0.0
1675.0,0.0
1677.0,0.0
1678.0,0.0
1683.0,0.0
1684.0,0.0
1690.0,1.0
1698.0,0.0
1701.0,0.0
1702.0,0.0
1703.0,0.0
1705.0,1.0
1706.0,0.0
1708.0,0.0
1710.0,0.0
1712.0,0.0
1716.0,1.0
1718.0,0.0
1719.0,0.0
1721.0,0.0
1722.0,0.0
1724.0,0.0
1726.0,0.0
1729.0,0.0
1731.0,0.0
1732.0,0.0
1734.0,0.0
1736.0,0.0
1739.0,1.0
1742.0,0.0
1745.0,0.0
1750.0,0.0
1752.0,0.0
1759.0,1.0
1760.0,0.0
1761.0,1.0
1762.0,0.0
1763.0,0.0
1766.0,0.0
1767.0,0.0
1768.0,0.0
1769.0,0.0
1770.0,0.0
1772.0,0.0
1774.0,0.0
1780.0,0.0
1781.0,1.0
1789.0,0.0
1791.0,0.0
1796.0,0.0
1797.0,0.0
1798.0,0.0
1803.0,1.0
1806.0,1.0
1809.0,0.0
1813.0,1.0
1814.0,0.0
1815.0,0.0
1818.0,0.0
1819.0,0.0
1825.0,1.0
1826.0,0.0
1827.0,1.0
1831.0,0.0
1834.0,0.0
1836.0,0.0
1845.0,0.0
1850.0,0.0
1851.0,0.0
1852.0,0.0
1855.0,0.0
1856.0,0.0
1858.0,0.0
1859.0,0.0
1871.0,0.0
1873.0,0.0
1875.0,0.0
1880.0,0.0
1884.0,0.0
1886.0,0.0
1887.0,0.0
1890.0,0.0
1891.0,0.0
1893.0,0.0
1895.0,0.0
1900.0,0.0
1903.0,0.0
1905.0,0.0
1909.0,0.0
1911.0,0.0
1912.0,0.0
1915.0,0.0
1919.0,0.0
1925.0,0.0
1927.0,0.0
1930.0,0.0
1931.0,1.0
1933.0,0.0
1935.0,0.0
1939.0,0.0
1942.0,1.0
1950.0,0.0
1951.0,0.0
1952.0,0.0
1953.0,0.0
1955.0,0.0
1958.0,0.0
1959.0,0.0
1961.0,0.0
1962.0,0.0
1967.0,0.0
1968.0,0.0
1969.0,0.0
1970.0,0.0
1973.0,0.0
1975.0,0.0
1976.0,0.0
1980.0,0.0
1987.0,0.0
1988.0,0.0
1990.0,0.0
1992.0,0.0
1995.0,0.0
1996.0,0.0
1997.0,0.0
1999.0,1.0
2000.0,0.0
2001.0,0.0
2002.0,0.0
2003.0,0.0
2004.0,0.0
2008.0,0.0
2010.0,0.0
2015.0,0.0
2020.0,0.0
2023.0,0.0
2025.0,0.0
2027.0,0.0
2028.0,0.0
2029.0,0.0
2030.0,0.0
2031.0,0.0
2032.0,0.0
2041.0,0.0
2046.0,0.0
2055.0,0.0
2056.0,0.0
2057.0,0.0
2058.0,0.0
2059.0,0.0
2060.0,1.0
2062.0,0.0
2064.0,0.0
2065.0,1.0
2066.0,0.0
2071.0,0.0
2072.0,0.0
2078.0,0.0
2079.0,0.0
2085.0,0.0
2086.0,0.0
2087.0,0.0
2089.0,0.0
2092.0,0.0
2093.0,0.0
2094.0,0.0
2096.0,0.0
2097.0,0.0
2103.0,0.0
2104.0,0.0
2108.0,0.0
2111.0,0.0
2112.0,0.0
2113.0,0.0
2117.0,0.0
2119.0,0.0
2120.0,0.0
2121.0,0.0
2122.0,0.0
2123.0,0.0
2124.0,0.0
2126.0,0.0
2130.0,0.0
2131.0,0.0
2134.0,0.0
2138.0,0.0
2139.0,0.0
2142.0,0.0
2143.0,0.0
2144.0,0.0
2148.0,0.0
2149.0,0.0
2150.0,0.0
2154.0,0.0
2155.0,0.0
2158.0,0.0
2164.0,0.0
2165.0,0.0
2166.0,0.0
2169.0,0.0
2173.0,0.0
2174.0,0.0
2176.0,0.0
2181.0,0.0
2182.0,0.0
2183.0,0.0
2186.0,0.0
2187.0,0.0
2188.0,0.0
2189.0,0.0
2193.0,0.0
2195.0,0.0
2198.0,0.0
2201.0,0.0
2206.0,0.0
2208.0,0.0
2209.0,0.0
2211.0,0.0
2212.0,0.0
2214.0,1.0
2215.0,0.0
2217.0,0.0
2219.0,1.0
2223.0,0.0
2224.0,0.0
2225.0,0.0
2227.0,0.0
2228.0,0.0
2230.0,0.0
2231.0,0.0
2232.0,0.0
2234.0,0.0
2235.0,0.0
2236.0,0.0
2237.0,1.0
2238.0,0.0
2239.0,0.0
2240.0,0.0
2241.0,0.0
2244.0,0.0
2245.0,1.0
2253.0,0.0
2254.0,0.0
2256.0,0.0
2260.0,0.0
2263.0,0.0
2265.0,0.0
2266.0,0.0
2267.0,0.0
2268.0,0.0
2271.0,1.0
2274.0,0.0
2275.0,0.0
2279.0,1.0
2280.0,0.0
2281.0,0.0
2284.0,0.0
2287.0,0.0
2290.0,0.0
2291.0,0.0
2297.0,0.0
2299.0,1.0
2300.0,0.0
2303.0,0.0
2307.0,0.0
2309.0,0.0
2311.0,0.0
2312.0,0.0
2315.0,0.0
2317.0,0.0
2318.0,0.0
2322.0,0.0
2323.0,0.0
2325.0,0.0
2326.0,0.0
2330.0,0.0
2331.0,1.0
2332.0,0.0
2335.0,0.0
2336.0,1.0
2337.0,0.0
2340.0,0.0
2342.0,0.0
2344.0,0.0
2345.0,1.0
2348.0,0.0
2351.0,1.0
2355.0,0.0
2358.0,0.0
2360.0,0.0
2361.0,0.0
2364.0,0.0
2365.0,0.0
2368.0,0.0
2373.0,0.0
2374.0,0.0
2379.0,0.0
2381.0,0.0
2382.0,0.0
2383.0,0.0
2384.0,0.0
2385.0,0.0
2386.0,0.0
2387.0,0.0
2390.0,0.0
2391.0,0.0
2397.0,0.0
2399.0,0.0
2400.0,0.0
2402.0,1.0
2403.0,1.0
2405.0,0.0
2406.0,0.0
2408.0,0.0
2412.0,0.0
2413.0,0.0
2418.0,0.0
2419.0,0.0
2421.0,0.0
2424.0,0.0
2427.0,0.0
2429.0,0.0
2432.0,0.0
2434.0,0.0
2435.0,0.0
2436.0,0.0
2437.0,0.0
2439.0,0.0
2440.0,0.0
2441.0,0.0
2442.0,0.0
2443.0,0.0
2451.0,0.0
2452.0,0.0
2453.0,0.0
2455.0,0.0
2458.0,0.0
2460.0,0.0
2461.0,0.0
2465.0,0.0
2467.0,0.0
2472.0,0.0
2478.0,0.0
2480.0,0.0
2481.0,1.0
2487.0,0.0
2490.0,0.0
2491.0,0.0
2498.0,0.0
2499.0,0.0
2500.0,0.0
2501.0,0.0
2506.0,0.0
2507.0,0.0
2512.0,0.0
2513.0,0.0
2517.0,0.0
2518.0,0.0
2519.0,0.0
2522.0,0.0
2526.0,0.0
2528.0,1.0
2532.0,0.0
2536.0,0.0
2538.0,0.0
2540.0,0.0
2542.0,0.0
2545.0,0.0
2548.0,0.0
2549.0,0.0
2552.0,0.0
2557.0,0.0
2558.0,1.0
2559.0,1.0
2561.0,0.0
2566.0,0.0
2567.0,0.0
2570.0,0.0
2571.0,0.0
2573.0,0.0
2574.0,0.0
2577.0,0.0
2579.0,0.0
2580.0,0.0
2583.0,0.0
2587.0,0.0
2589.0,0.0
2590.0,0.0
2591.0,0.0
2593.0,0.0
2594.0,0.0
2596.0,0.0
2602.0,0.0
2603.0,0.0
2607.0,0.0
2608.0,0.0
2610.0,0.0
2611.0,0.0
2612.0,0.0
2613.0,0.0
2616.0,0.0
2623.0,0.0
2624.0,1.0
2637.0,0.0
2638.0,0.0
2639.0,0.0
2641.0,0.0
2642.0,0.0
2646.0,0.0
2648.0,0.0
2649.0,0.0
2650.0,1.0
2652.0,0.0
2653.0,1.0
2655.0,1.0
2657.0,0.0
2658.0,0.0
2660.0,0.0
2661.0,0.0
2662.0,0.0
2664.0,0.0
2665.0,0.0
2666.0,0.0
2670.0,0.0
2671.0,0.0
2673.0,0.0
2674.0,0.0
2675.0,1.0
2677.0,0.0
2686.0,0.0
2691.0,0.0
2692.0,0.0
2694.0,0.0
2697.0,0.0
2699.0,0.0
2702.0,0.0
2707.0,0.0
2708.0,0.0
2714.0,1.0
2718.0,0.0
2720.0,0.0
2722.0,0.0
2723.0,0.0
2724.0,0.0
2726.0,0.0
2727.0,0.0
2728.0,0.0
2730.0,0.0
2731.0,0.0
2740.0,0.0
2741.0,0.0
2742.0,1.0
2744.0,0.0
2746.0,0.0
2750.0,1.0
2752.0,0.0
2753.0,0.0
2755.0,0.0
2756.0,1.0
2757.0,0.0
2758.0,0.0
2759.0,0.0
2760.0,0.0
2761.0,0.0
2762.0,0.0
2766.0,0.0
2767.0,0.0
2768.0,0.0
2773.0,1.0
2774.0,0.0
2775.0,0.0
2776.0,0.0
2777.0,0.0
2778.0,0.0
2779.0,0.0
2781.0,0.0
2784.0,0.0
2786.0,0.0
2788.0,0.0
2790.0,0.0
2795.0,0.0
2799.0,0.0
2801.0,0.0
2803.0,0.0
2807.0,0.0
2809.0,0.0
2811.0,0.0
2816.0,0.0
2818.0,0.0
2820.0,0.0
2824.0,0.0
2825.0,0.0
2826.0,0.0
2830.0,0.0
2832.0,0.0
2834.0,0.0
2835.0,0.0
2837.0,0.0
2838.0,0.0
2840.0,0.0
2842.0,0.0
2846.0,0.0
2849.0,1.0
2853.0,1.0
2854.0,0.0
2855.0,0.0
2856.0,0.0
2857.0,0.0
2858.0,0.0
2859.0,0.0
2860.0,1.0
2866.0,0.0
2867.0,0.0
2872.0,1.0
2879.0,0.0
2881.0,0.0
2882.0,0.0
2883.0,0.0
2886.0,0.0
2889.0,0.0
2890.0,0.0
2893.0,0.0
2895.0,1.0
2900.0,0.0
2903.0,0.0
2907.0,0.0
2909.0,0.0
2914.0,0.0
2916.0,0.0
2917.0,0.0
2918.0,0.0
2920.0,0.0
2922.0,1.0
2925.0,0.0
2926.0,0.0
2930.0,0.0
2931.0,0.0
2932.0,0.0
2933.0,0.0
2936.0,0.0
2937.0,0.0
2938.0,0.0
2939.0,0.0
2946.0,0.0
2947.0,0.0
2949.0,0.0
2950.0,0.0
2955.0,0.0
2956.0,0.0
2957.0,0.0
2960.0,0.0
2965.0,0.0
2967.0,1.0
2968.0,0.0
2969.0,1.0
2972.0,0.0
2973.0,1.0
2985.0,0.0
2987.0,0.0
2989.0,0.0
2990.0,0.0
2996.0,0.0
3000.0,0.0
3005.0,0.0
3006.0,0.0
3007.0,0.0
3008.0,0.0
3009.0,0.0
3012.0,0.0
3014.0,0.0
3016.0,1.0
3017.0,1.0
3021.0,0.0
3030.0,0.0
3031.0,0.0
3036.0,0.0
3037.0,0.0
3041.0,0.0
3043.0,0.0
3048.0,0.0
3049.0,0.0
3050.0,0.0
3053.0,0.0
3057.0,0.0
3059.0,0.0
3060.0,0.0
3061.0,0.0
3062.0,0.0
3063.0,0.0
3064.0,0.0
3065.0,0.0
3068.0,0.0
3070.0,0.0
3071.0,0.0
3076.0,0.0
3079.0,1.0
3080.0,0.0
3082.0,0.0
3083.0,0.0
3084.0,1.0
3085.0,0.0
3088.0,0.0
3091.0,0.0
3092.0,0.0
3096.0,0.0
3098.0,0.0
3100.0,0.0
3101.0,0.0
3109.0,1.0
3113.0,0.0
3115.0,0.0
3120.0,0.0
3121.0,0.0
3123.0,1.0
3124.0,0.0
3126.0,0.0
3130.0,0.0
3131.0,0.0
3134.0,0.0
3135.0,0.0
3137.0,0.0
3140.0,0.0
3141.0,0.0
3143.0,0.0
3146.0,0.0
3147.0,1.0
3152.0,0.0
3153.0,0.0
3155.0,0.0
3160.0,0.0
3164.0,0.0
3166.0,0.0
3168.0,0.0
3171.0,0.0
3177.0,0.0
3181.0,0.0
3182.0,0.0
3185.0,0.0
3186.0,0.0
3187.0,0.0
3190.0,0.0
3192.0,0.0
3194.0,0.0
3195.0,0.0
3196.0,0.0
3198.0,0.0
3200.0,0.0
3202.0,0.0
3206.0,0.0
3209.0,0.0
3213.0,0.0
3214.0,0.0
3215.0,0.0
3216.0,0.0
3217.0,0.0
3218.0,0.0
3220.0,0.0
3222.0,0.0
3224.0,0.0
3229.0,0.0
3232.0,0.0
3237.0,0.0
3240.0,0.0
3241.0,0.0
3243.0,0.0
3244.0,1.0
3251.0,0.0
3252.0,0.0
3256.0,0.0
3257.0,0.0
3261.0,0.0
3263.0,0.0
3269.0,0.0
3276.0,0.0
3277.0,0.0
3280.0,0.0
3283.0,0.0
3286.0,0.0
3287.0,0.0
3291.0,0.0
3293.0,0.0
3294.0,0.0
3295.0,0.0
3296.0,0.0
3299.0,0.0
3300.0,0.0
3304.0,0.0
3306.0,0.0
3307.0,0.0
3309.0,0.0
3313.0,0.0
3316.0,0.0
3317.0,0.0
3318.0,0.0
3319.0,0.0
3321.0,1.0
3325.0,0.0
3326.0,0.0
3329.0,0.0
3331.0,0.0
3333.0,0.0
3335.0,0.0
3336.0,0.0
3338.0,0.0
3339.0,0.0
3343.0,0.0
3344.0,0.0
3345.0,0.0
3347.0,0.0
3351.0,0.0
3353.0,0.0
3356.0,0.0
3357.0,0.0
3359.0,0.0
3363.0,0.0
3364.0,0.0
3366.0,0.0
3368.0,0.0
3370.0,0.0
3371.0,0.0
3373.0,0.0
3376.0,0.0
3378.0,0.0
3379.0,0.0
3380.0,1.0
3381.0,0.0
3385.0,0.0
3388.0,0.0
3394.0,0.0
3397.0,0.0
3398.0,0.0
3400.0,0.0
3402.0,0.0
3403.0,0.0
3404.0,0.0
3407.0,0.0
3414.0,0.0
3420.0,1.0
3422.0,0.0
3423.0,0.0
3424.0,0.0
3426.0,1.0
3432.0,0.0
3436.0,0.0
3437.0,0.0
3438.0,0.0
3448.0,0.0
3450.0,0.0
3455.0,0.0
3457.0,0.0
3464.0,0.0
3465.0,0.0
3468.0,0.0
3471.0,0.0
3473.0,0.0
3475.0,0.0
3477.0,0.0
3479.0,0.0
3482.0,0.0
3483.0,0.0
3484.0,0.0
3485.0,0.0
3486.0,0.0
3488.0,1.0
3489.0,0.0
3492.0,1.0
3494.0,0.0
3497.0,0.0
3498.0,0.0
3499.0,0.0
3501.0,0.0
3502.0,1.0
3504.0,0.0
3508.0,0.0
3517.0,0.0
3520.0,0.0
3521.0,1.0
3525.0,0.0
3527.0,0.0
3528.0,1.0
3529.0,0.0
3531.0,0.0
3537.0,0.0
3543.0,0.0
3544.0,0.0
3545.0,0.0
3549.0,0.0
3550.0,0.0
3551.0,0.0
3552.0,0.0
3563.0,0.0
3564.0,0.0
3566.0,0.0
3567.0,0.0
3570.0,0.0
3576.0,1.0
3581.0,0.0
3582.0,0.0
3586.0,0.0
3589.0,0.0
3593.0,0.0
3594.0,0.0
3599.0,1.0
3600.0,0.0
3602.0,0.0
3604.0,0.0
3607.0,1.0
3609.0,0.0
3613.0,0.0
3616.0,1.0
3618.0,0.0
3619.0,0.0
3621.0,0.0
3622.0,0.0
3626.0,0.0
3630.0,0.0
3632.0,0.0
3634.0,0.0
3641.0,0.0
3642.0,0.0
3644.0,0.0
3645.0,0.0
3654.0,0.0
3656.0,0.0
3657.0,0.0
3658.0,0.0
3661.0,0.0
3666.0,0.0
3669.0,0.0
3674.0,1.0
3675.0,0.0
3677.0,0.0
3678.0,0.0
3679.0,0.0
3682.0,0.0
3689.0,1.0
3690.0,0.0
3694.0,0.0
3695.0,0.0
3696.0,0.0
3699.0,0.0
3701.0,0.0
3702.0,0.0
3703.0,0.0
3705.0,0.0
3706.0,0.0
3709.0,0.0
3712.0,0.0
3713.0,0.0
3718.0,0.0
3721.0,0.0
3724.0,0.0
3729.0,0.0
3732.0,0.0
3733.0,0.0
3734.0,0.0
3735.0,0.0
3737.0,0.0
3738.0,0.0
3739.0,0.0
3743.0,0.0
3746.0,0.0
3748.0,0.0
3749.0,0.0
3750.0,0.0
3751.0,0.0
3752.0,1.0
3753.0,0.0
3756.0,0.0
3757.0,0.0
